transaction_id,account_id,beneficiary_id,merchant_id,device_id,ip_id,timestamp,amount,transaction_type,status,channel,scenario_id,scenario_type,ground_truth_label
TXN_CHAL_000401,ACC_000003,,MER_000005,DEV_000038,IP_000041,2026-03-10T11:38:50,52000.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000398,ACC_000128,,MER_000030,DEV_000057,IP_000017,2026-03-10T11:39:50,3200.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000404,ACC_000106,,MER_000005,DEV_000028,IP_000050,2026-03-10T11:40:50,3200.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000402,ACC_000003,,MER_000009,DEV_000038,IP_000041,2026-03-10T11:43:50,7500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000399,ACC_000128,BEN_000025,,DEV_000057,IP_000017,2026-03-10T11:45:50,1200.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000403,ACC_000003,BEN_000027,,DEV_000038,IP_000041,2026-03-10T11:49:50,3200.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000407,ACC_000140,BEN_000015,,DEV_000010,IP_000036,2026-03-10T11:49:50,28000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000405,ACC_000106,BEN_000012,,DEV_000028,IP_000050,2026-03-10T11:51:50,3200.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000411,ACC_000004,BEN_000050,,DEV_000038,IP_000066,2026-03-10T11:51:50,7500.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000400,ACC_000128,BEN_000008,,DEV_000057,IP_000017,2026-03-10T11:52:50,3200.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000406,ACC_000106,,MER_000018,DEV_000028,IP_000050,2026-03-10T11:56:50,3200.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000408,ACC_000140,,MER_000008,DEV_000010,IP_000036,2026-03-10T11:56:50,7500.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000412,ACC_000004,,MER_000004,DEV_000038,IP_000066,2026-03-10T12:01:50,28000.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000409,ACC_000140,,MER_000003,DEV_000010,IP_000036,2026-03-10T12:02:50,1200.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000410,ACC_000140,BEN_000042,,DEV_000010,IP_000036,2026-03-10T12:06:50,28000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000413,ACC_000004,,MER_000015,DEV_000038,IP_000066,2026-03-10T12:06:50,3200.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000221,ACC_000198,BEN_000010,,DEV_000026,IP_000021,2026-03-10T12:45:20,22000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000033,ACC_000182,,MER_000011,DEV_000008,IP_000023,2026-03-10T13:30:01,1500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000041,ACC_000133,,MER_000028,DEV_000008,IP_000023,2026-03-10T16:30:01,8500.0,PAYMENT_P2M,SUCCESS,NETBANKING,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000224,ACC_000065,BEN_000010,,DEV_000015,IP_000068,2026-03-10T18:32:20,75000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000222,ACC_000198,BEN_000010,,DEV_000026,IP_000021,2026-03-11T00:28:20,28000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000227,ACC_000090,BEN_000010,,DEV_000048,IP_000001,2026-03-11T00:37:20,22000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000045,ACC_000147,,MER_000014,DEV_000008,IP_000023,2026-03-11T04:30:01,28000.0,PAYMENT_P2M,SUCCESS,CARD,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000046,ACC_000147,,MER_000004,DEV_000008,IP_000023,2026-03-11T05:30:01,1500.0,PAYMENT_P2M,SUCCESS,NETBANKING,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000230,ACC_000035,BEN_000010,,DEV_000024,IP_000009,2026-03-11T06:33:20,75000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000225,ACC_000065,BEN_000010,,DEV_000015,IP_000068,2026-03-11T06:55:20,55000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000169,ACC_000023,BEN_000023,,DEV_000003,IP_000023,2026-03-11T11:12:41,22000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000223,ACC_000198,BEN_000010,,DEV_000026,IP_000021,2026-03-11T12:39:20,22000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000228,ACC_000090,BEN_000010,,DEV_000048,IP_000001,2026-03-11T12:50:20,55000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000233,ACC_000088,BEN_000010,,DEV_000050,IP_000011,2026-03-11T12:53:20,38000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000556,ACC_000164,BEN_000034,,DEV_000045,IP_000059,2026-03-11T15:37:11,4500.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000172,ACC_000114,BEN_000023,,DEV_000056,IP_000012,2026-03-11T17:21:41,48500.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000043,ACC_000133,,MER_000006,DEV_000008,IP_000023,2026-03-11T17:30:01,1500.0,PAYMENT_P2M,SUCCESS,NETBANKING,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000231,ACC_000035,BEN_000010,,DEV_000024,IP_000009,2026-03-11T18:21:20,22000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000036,ACC_000182,BEN_000024,,DEV_000008,IP_000023,2026-03-11T18:30:01,1500.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000226,ACC_000065,BEN_000010,,DEV_000015,IP_000068,2026-03-11T18:45:20,48500.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000038,ACC_000119,,MER_000003,DEV_000008,IP_000023,2026-03-11T19:30:01,49000.0,PAYMENT_P2M,SUCCESS,CARD,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000560,ACC_000181,BEN_000034,,DEV_000045,IP_000059,2026-03-11T19:42:11,35000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000133,ACC_000139,BEN_000038,,DEV_000013,IP_000034,2026-03-11T19:51:31,4500.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000136,ACC_000001,,MER_000020,DEV_000040,IP_000034,2026-03-11T20:50:31,450.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000005,ACC_000080,,MER_000009,DEV_000015,IP_000028,2026-03-11T20:50:45,49000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_A_FAMILY_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000342,ACC_000074,,MER_000024,DEV_000011,IP_000049,2026-03-11T20:55:29,16000.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000346,ACC_000171,,MER_000005,DEV_000014,IP_000039,2026-03-11T20:57:29,3200.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000343,ACC_000074,,MER_000007,DEV_000011,IP_000049,2026-03-11T20:59:29,1200.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000350,ACC_000038,,MER_000013,DEV_000008,IP_000006,2026-03-11T21:04:29,1200.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000344,ACC_000074,,MER_000015,DEV_000011,IP_000049,2026-03-11T21:07:29,16000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000347,ACC_000171,BEN_000038,,DEV_000014,IP_000039,2026-03-11T21:07:29,3200.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000353,ACC_000155,,MER_000011,DEV_000018,IP_000058,2026-03-11T21:07:29,7500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000351,ACC_000038,,MER_000006,DEV_000008,IP_000006,2026-03-11T21:13:29,28000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000345,ACC_000074,,MER_000019,DEV_000011,IP_000049,2026-03-11T21:15:29,3200.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000348,ACC_000171,,MER_000024,DEV_000014,IP_000039,2026-03-11T21:15:29,3200.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000354,ACC_000155,,MER_000018,DEV_000018,IP_000058,2026-03-11T21:15:29,7500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000356,ACC_000073,BEN_000041,,DEV_000028,IP_000051,2026-03-11T21:15:29,16000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000352,ACC_000038,BEN_000024,,DEV_000008,IP_000006,2026-03-11T21:16:29,16000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000349,ACC_000171,,MER_000014,DEV_000014,IP_000039,2026-03-11T21:20:29,28000.0,PAYMENT_P2M,SUCCESS,IMPS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000357,ACC_000073,,MER_000006,DEV_000028,IP_000051,2026-03-11T21:21:29,52000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000355,ACC_000155,,MER_000029,DEV_000018,IP_000058,2026-03-11T21:25:29,16000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000358,ACC_000073,BEN_000021,,DEV_000028,IP_000051,2026-03-11T21:27:29,16000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000557,ACC_000164,BEN_000034,,DEV_000045,IP_000059,2026-03-11T21:39:11,21000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000139,ACC_000138,,MER_000019,DEV_000016,IP_000034,2026-03-11T21:42:31,1850.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000034,ACC_000182,BEN_000032,,DEV_000008,IP_000023,2026-03-11T22:30:01,28000.0,TRANSFER_P2P,SUCCESS,NETBANKING,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000037,ACC_000119,,MER_000009,DEV_000008,IP_000023,2026-03-11T22:30:01,3500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000143,ACC_000031,,MER_000001,DEV_000055,IP_000034,2026-03-11T22:53:31,450.0,PAYMENT_P2M,SUCCESS,CARD,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000170,ACC_000023,BEN_000023,,DEV_000003,IP_000023,2026-03-11T23:04:41,15000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000176,ACC_000115,BEN_000023,,DEV_000007,IP_000063,2026-03-11T23:10:41,28000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000563,ACC_000183,BEN_000034,,DEV_000045,IP_000059,2026-03-11T23:39:11,12000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000146,ACC_000121,BEN_000050,,DEV_000014,IP_000034,2026-03-11T23:49:31,1850.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000134,ACC_000139,BEN_000032,,DEV_000013,IP_000034,2026-03-11T23:53:31,12000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000229,ACC_000090,BEN_000010,,DEV_000048,IP_000001,2026-03-12T00:22:20,75000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000234,ACC_000088,BEN_000010,,DEV_000050,IP_000011,2026-03-12T00:30:20,55000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000137,ACC_000001,,MER_000010,DEV_000040,IP_000034,2026-03-12T01:00:31,24000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000561,ACC_000181,BEN_000034,,DEV_000045,IP_000059,2026-03-12T01:24:11,35000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000140,ACC_000138,BEN_000046,,DEV_000016,IP_000034,2026-03-12T02:09:31,450.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000013,ACC_000042,,MER_000022,DEV_000015,IP_000028,2026-03-12T02:50:45,18000.0,PAYMENT_P2M,SUCCESS,CARD,CHAL_A_FAMILY_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000144,ACC_000031,BEN_000011,,DEV_000055,IP_000034,2026-03-12T03:16:31,4500.0,TRANSFER_P2P,SUCCESS,CARD,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000039,ACC_000119,,MER_000026,DEV_000008,IP_000023,2026-03-12T03:30:01,28000.0,PAYMENT_P2M,SUCCESS,CARD,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000567,ACC_000008,BEN_000034,,DEV_000045,IP_000059,2026-03-12T03:33:11,4500.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000558,ACC_000164,BEN_000034,,DEV_000045,IP_000059,2026-03-12T03:44:11,35000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000147,ACC_000121,,MER_000030,DEV_000014,IP_000034,2026-03-12T04:01:31,4500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000135,ACC_000139,,MER_000015,DEV_000013,IP_000034,2026-03-12T04:02:31,1850.0,PAYMENT_P2M,SUCCESS,CARD,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000138,ACC_000001,BEN_000030,,DEV_000040,IP_000034,2026-03-12T05:21:31,450.0,TRANSFER_P2P,SUCCESS,CARD,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000173,ACC_000114,BEN_000023,,DEV_000056,IP_000012,2026-03-12T05:23:41,38000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000179,ACC_000092,BEN_000023,,DEV_000036,IP_000047,2026-03-12T05:30:41,75000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000564,ACC_000183,BEN_000034,,DEV_000045,IP_000059,2026-03-12T05:37:11,49500.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000141,ACC_000138,,MER_000023,DEV_000016,IP_000034,2026-03-12T06:11:31,48000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000035,ACC_000182,BEN_000014,,DEV_000008,IP_000023,2026-03-12T06:30:01,3500.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000232,ACC_000035,BEN_000010,,DEV_000024,IP_000009,2026-03-12T06:52:20,22000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000145,ACC_000031,BEN_000049,,DEV_000055,IP_000034,2026-03-12T07:16:31,1850.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000562,ACC_000181,BEN_000034,,DEV_000045,IP_000059,2026-03-12T07:20:11,49500.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000570,ACC_000200,BEN_000034,,DEV_000045,IP_000059,2026-03-12T07:32:11,68000.0,TRANSFER_P2P,SUCCESS,IMPS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000148,ACC_000121,,MER_000026,DEV_000014,IP_000034,2026-03-12T08:24:31,450.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000568,ACC_000008,BEN_000034,,DEV_000045,IP_000059,2026-03-12T09:24:11,21000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000559,ACC_000164,BEN_000034,,DEV_000045,IP_000059,2026-03-12T09:38:11,35000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000142,ACC_000138,,MER_000021,DEV_000016,IP_000034,2026-03-12T10:19:31,48000.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000047,ACC_000147,BEN_000014,,DEV_000008,IP_000023,2026-03-12T10:30:01,28000.0,TRANSFER_P2P,SUCCESS,UPI,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000177,ACC_000115,BEN_000023,,DEV_000007,IP_000063,2026-03-12T11:02:41,55000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000057,ACC_000103,,MER_000007,DEV_000059,IP_000069,2026-03-12T11:05:41,1500.0,PAYMENT_P2M,SUCCESS,UPI,CHAL_A_FAMILY_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_CHAL_000171,ACC_000023,BEN_000023,,DEV_000003,IP_000023,2026-03-12T11:25:41,38000.0,TRANSFER_P2P,SUCCESS,NEFT,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
