account_id,customer_id,account_created_at,account_status,account_type,scenario_id,scenario_type,ground_truth_label
ACC_000018,CUST_000018,2026-02-17T05:58:54,ACTIVE,SAVINGS,CHAL_A_FAMILY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000019,CUST_000019,2025-08-05T12:05:51,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000020,CUST_000020,2025-11-25T10:08:16,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000021,CUST_000021,2026-03-01T03:50:55,ACTIVE,CURRENT,CHAL_F_COMMUNITY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000022,CUST_000022,2025-09-20T00:10:00,ACTIVE,CURRENT,CHAL_H_RING_006,COMBINED_RING,ring
ACC_000023,CUST_000023,2025-07-29T15:01:48,ACTIVE,WALLET,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000024,CUST_000024,2025-12-05T02:05:25,ACTIVE,SAVINGS,CHAL_G_COMPOUND_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000025,CUST_000025,2025-05-19T14:01:41,ACTIVE,SAVINGS,CHAL_G_COMPOUND_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000026,CUST_000026,2025-12-19T08:47:08,ACTIVE,CURRENT,CHAL_C_LANDLORD_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000027,CUST_000027,2025-04-27T15:03:05,RESTRICTED,WALLET,CHAL_H_RING_005,COMBINED_RING,ring
ACC_000028,CUST_000028,2026-01-19T19:17:38,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000029,CUST_000029,2026-02-20T03:31:43,RESTRICTED,WALLET,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000030,CUST_000030,2026-01-09T19:40:32,RESTRICTED,CURRENT,CHAL_D_FLASH_SALE_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000031,CUST_000031,2026-01-13T03:58:23,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000032,CUST_000032,2025-04-01T00:32:56,RESTRICTED,SAVINGS,CHAL_G_COMPOUND_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000033,CUST_000033,2025-07-15T01:08:08,ACTIVE,WALLET,CHAL_H_RING_003,COMBINED_RING,ring
ACC_000034,CUST_000034,2026-02-18T16:58:40,ACTIVE,CURRENT,CHAL_C_LANDLORD_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000035,CUST_000035,2026-02-01T16:03:38,DORMANT,CURRENT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000036,CUST_000036,2026-02-20T00:50:05,ACTIVE,CURRENT,CHAL_A_FAMILY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000037,CUST_000037,2025-10-11T07:49:25,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000038,CUST_000038,2025-11-30T08:45:14,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000039,CUST_000039,2026-02-24T13:25:01,ACTIVE,WALLET,CHAL_D_FLASH_SALE_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000040,CUST_000040,2026-02-28T12:42:17,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000041,CUST_000041,2025-07-30T02:58:33,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000042,CUST_000042,2026-02-22T23:05:05,ACTIVE,SAVINGS,CHAL_A_FAMILY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000043,CUST_000043,2025-12-11T06:26:28,ACTIVE,SAVINGS,CHAL_H_RING_001,COMBINED_RING,ring
ACC_000044,CUST_000044,2026-01-15T10:33:06,ACTIVE,CURRENT,CHAL_A_FAMILY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000045,CUST_000045,2026-01-01T09:31:59,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000046,CUST_000046,2025-11-07T02:37:03,ACTIVE,SAVINGS,CHAL_A_FAMILY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000047,CUST_000047,2026-02-27T08:59:01,ACTIVE,SAVINGS,CHAL_G_COMPOUND_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000048,CUST_000048,2026-02-09T06:33:36,ACTIVE,SAVINGS,CHAL_C_LANDLORD_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000049,CUST_000049,2026-02-21T22:26:11,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000050,CUST_000050,2025-08-12T05:43:14,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000051,CUST_000051,2025-10-27T10:50:31,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000052,CUST_000052,2025-10-28T14:58:23,ACTIVE,SAVINGS,CHAL_G_COMPOUND_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000053,CUST_000053,2025-09-29T22:55:32,ACTIVE,CURRENT,CHAL_F_COMMUNITY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000054,CUST_000054,2026-01-12T21:56:15,ACTIVE,SAVINGS,CHAL_H_RING_004,COMBINED_RING,ring
ACC_000055,CUST_000055,2025-08-18T12:39:05,ACTIVE,WALLET,CHAL_H_RING_001,COMBINED_RING,ring
ACC_000056,CUST_000056,2025-11-20T09:51:18,ACTIVE,SAVINGS,CHAL_H_RING_002,COMBINED_RING,ring
ACC_000057,CUST_000057,2026-01-30T20:57:28,ACTIVE,CURRENT,CHAL_F_COMMUNITY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000058,CUST_000058,2025-12-24T03:18:14,ACTIVE,SAVINGS,CHAL_H_RING_003,COMBINED_RING,ring
ACC_000059,CUST_000059,2026-01-01T15:22:55,ACTIVE,CURRENT,CHAL_H_RING_004,COMBINED_RING,ring
ACC_000060,CUST_000060,2025-05-23T17:42:13,ACTIVE,WALLET,CHAL_E_RUSH_HOUR_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000061,CUST_000061,2025-10-22T11:43:49,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000062,CUST_000062,2025-08-07T06:09:54,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000063,CUST_000063,2026-01-26T23:50:39,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000064,CUST_000064,2025-10-14T00:38:15,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000065,CUST_000065,2025-11-29T19:15:03,DORMANT,SAVINGS,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000066,CUST_000066,2026-02-02T18:46:15,ACTIVE,CURRENT,CHAL_B_OFFICE_IP_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000067,CUST_000067,2025-07-05T16:40:34,ACTIVE,WALLET,CHAL_F_COMMUNITY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000068,CUST_000068,2025-11-20T16:05:24,ACTIVE,SAVINGS,CHAL_C_LANDLORD_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000069,CUST_000069,2026-02-27T09:56:14,ACTIVE,SAVINGS,CHAL_C_LANDLORD_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000070,CUST_000070,2025-10-19T16:26:06,ACTIVE,CURRENT,CHAL_H_RING_006,COMBINED_RING,ring
ACC_000071,CUST_000071,2026-03-01T08:38:42,ACTIVE,WALLET,CHAL_B_OFFICE_IP_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000072,CUST_000072,2025-10-28T19:25:34,ACTIVE,WALLET,CHAL_F_COMMUNITY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000073,CUST_000073,2026-02-27T11:17:56,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000074,CUST_000074,2026-02-03T15:00:43,ACTIVE,WALLET,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000075,CUST_000075,2025-07-25T20:20:14,ACTIVE,SAVINGS,CHAL_G_COMPOUND_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000076,CUST_000076,2026-02-26T08:50:59,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000077,CUST_000077,2026-03-02T05:38:19,ACTIVE,CURRENT,CHAL_H_RING_004,COMBINED_RING,ring
ACC_000078,CUST_000078,2025-12-12T22:14:00,ACTIVE,SAVINGS,CHAL_C_LANDLORD_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000079,CUST_000079,2025-10-05T20:00:59,ACTIVE,SAVINGS,CHAL_C_LANDLORD_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000080,CUST_000080,2025-07-19T20:46:39,ACTIVE,CURRENT,CHAL_A_FAMILY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000081,CUST_000081,2026-02-03T08:55:51,DORMANT,SAVINGS,CHAL_H_RING_005,COMBINED_RING,ring
ACC_000082,CUST_000082,2026-02-18T22:32:35,ACTIVE,WALLET,CHAL_D_FLASH_SALE_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000083,CUST_000083,2025-10-02T10:43:27,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000084,CUST_000084,2025-12-22T04:51:41,ACTIVE,CURRENT,CHAL_D_FLASH_SALE_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000085,CUST_000085,2025-11-20T07:14:52,ACTIVE,SAVINGS,CHAL_H_RING_001,COMBINED_RING,ring
ACC_000086,CUST_000086,2026-02-17T02:39:29,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000087,CUST_000087,2025-12-27T02:43:46,ACTIVE,SAVINGS,CHAL_A_FAMILY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000088,CUST_000088,2025-09-26T23:07:52,ACTIVE,SAVINGS,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000089,CUST_000089,2025-11-30T09:25:32,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000090,CUST_000090,2025-11-17T10:39:01,ACTIVE,CURRENT,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000091,CUST_000091,2025-12-03T04:26:11,DORMANT,SAVINGS,CHAL_B_OFFICE_IP_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000092,CUST_000092,2025-12-27T23:35:55,ACTIVE,CURRENT,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000093,CUST_000093,2025-10-29T04:35:15,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000094,CUST_000094,2026-01-13T19:59:19,ACTIVE,SAVINGS,CHAL_A_FAMILY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000095,CUST_000095,2026-01-01T06:53:32,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000096,CUST_000096,2025-08-16T21:41:52,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000097,CUST_000097,2026-02-24T23:58:15,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000098,CUST_000098,2025-09-14T13:47:17,ACTIVE,SAVINGS,CHAL_A_FAMILY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000099,CUST_000099,2025-12-02T17:07:25,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000100,CUST_000100,2026-01-29T19:55:00,ACTIVE,CURRENT,CHAL_G_COMPOUND_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000101,CUST_000101,2026-02-15T11:26:58,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000102,CUST_000102,2025-09-16T12:21:47,ACTIVE,SAVINGS,CHAL_G_COMPOUND_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000103,CUST_000103,2026-01-13T10:11:50,ACTIVE,SAVINGS,CHAL_A_FAMILY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000104,CUST_000104,2026-01-20T19:21:12,ACTIVE,CURRENT,CHAL_F_COMMUNITY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000105,CUST_000105,2025-09-02T08:11:30,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000106,CUST_000106,2025-10-31T10:15:22,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000107,CUST_000107,2026-01-22T07:41:34,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000108,CUST_000108,2025-09-29T09:23:14,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000109,CUST_000109,2026-02-27T02:14:22,ACTIVE,SAVINGS,CHAL_G_COMPOUND_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000110,CUST_000110,2026-02-25T17:38:17,ACTIVE,SAVINGS,CHAL_A_FAMILY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000111,CUST_000111,2026-02-24T14:29:59,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000112,CUST_000112,2026-02-10T22:39:26,ACTIVE,CURRENT,CHAL_D_FLASH_SALE_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000113,CUST_000113,2025-11-08T07:47:24,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000114,CUST_000114,2025-10-20T11:50:39,ACTIVE,WALLET,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000115,CUST_000115,2025-11-04T12:13:48,ACTIVE,WALLET,CHAL_C_LANDLORD_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000116,CUST_000116,2025-06-05T18:07:02,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000117,CUST_000117,2026-02-09T05:24:52,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000118,CUST_000118,2025-12-28T17:37:57,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000119,CUST_000119,2026-02-24T12:42:34,ACTIVE,SAVINGS,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000120,CUST_000120,2025-12-31T06:49:44,ACTIVE,WALLET,CHAL_A_FAMILY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000121,CUST_000121,2026-02-06T17:35:09,ACTIVE,WALLET,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000122,CUST_000122,2025-07-30T12:25:56,ACTIVE,SAVINGS,CHAL_H_RING_005,COMBINED_RING,ring
ACC_000123,CUST_000123,2026-02-21T09:12:30,ACTIVE,SAVINGS,CHAL_C_LANDLORD_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000124,CUST_000124,2026-02-25T14:51:30,ACTIVE,CURRENT,CHAL_F_COMMUNITY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000125,CUST_000125,2026-02-02T09:38:14,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000126,CUST_000126,2025-12-27T11:05:08,ACTIVE,SAVINGS,CHAL_A_FAMILY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000127,CUST_000127,2026-03-01T14:16:59,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000128,CUST_000128,2026-01-21T22:50:41,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000129,CUST_000129,2025-08-28T03:16:02,ACTIVE,CURRENT,CHAL_D_FLASH_SALE_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000130,CUST_000130,2026-02-25T14:15:51,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000131,CUST_000131,2025-05-22T16:27:34,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000132,CUST_000132,2025-11-05T16:17:13,ACTIVE,SAVINGS,CHAL_H_RING_005,COMBINED_RING,ring
ACC_000133,CUST_000133,2025-12-15T15:09:14,ACTIVE,CURRENT,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000134,CUST_000134,2026-01-18T07:07:11,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000135,CUST_000135,2026-02-25T10:03:16,ACTIVE,SAVINGS,CHAL_A_FAMILY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000136,CUST_000136,2025-09-20T05:52:38,ACTIVE,SAVINGS,CHAL_G_COMPOUND_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000137,CUST_000137,2025-06-10T05:42:01,ACTIVE,SAVINGS,CHAL_C_LANDLORD_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000138,CUST_000138,2025-12-19T10:14:17,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000139,CUST_000139,2026-02-22T05:18:49,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000140,CUST_000140,2025-08-22T05:18:56,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000141,CUST_000141,2026-01-03T23:32:33,ACTIVE,WALLET,CHAL_A_FAMILY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000142,CUST_000142,2025-03-15T09:56:17,RESTRICTED,SAVINGS,CHAL_F_COMMUNITY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000143,CUST_000143,2025-11-20T19:02:02,ACTIVE,SAVINGS,CHAL_G_COMPOUND_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000144,CUST_000144,2026-02-08T07:58:18,ACTIVE,CURRENT,CHAL_F_COMMUNITY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000145,CUST_000145,2025-08-01T10:05:00,ACTIVE,SAVINGS,CHAL_H_RING_003,COMBINED_RING,ring
ACC_000146,CUST_000146,2025-12-25T22:36:50,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000147,CUST_000147,2025-12-25T17:25:59,ACTIVE,SAVINGS,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000148,CUST_000148,2026-01-08T00:43:01,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000149,CUST_000149,2025-11-19T13:32:06,ACTIVE,SAVINGS,CHAL_H_RING_006,COMBINED_RING,ring
ACC_000150,CUST_000150,2026-02-19T04:00:59,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000151,CUST_000151,2026-01-19T14:52:44,ACTIVE,SAVINGS,CHAL_H_RING_006,COMBINED_RING,ring
ACC_000152,CUST_000152,2025-10-26T07:04:01,ACTIVE,CURRENT,CHAL_H_RING_002,COMBINED_RING,ring
ACC_000153,CUST_000153,2025-12-30T01:49:02,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000154,CUST_000154,2026-02-28T05:05:57,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000155,CUST_000155,2025-12-10T18:20:31,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000156,CUST_000156,2026-01-01T08:43:08,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000157,CUST_000157,2025-10-07T17:13:50,ACTIVE,CURRENT,CHAL_F_COMMUNITY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000158,CUST_000158,2026-02-02T00:52:36,ACTIVE,SAVINGS,CHAL_C_LANDLORD_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000159,CUST_000159,2025-07-27T11:23:52,ACTIVE,CURRENT,CHAL_C_LANDLORD_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000160,CUST_000160,2025-10-15T15:31:11,RESTRICTED,CURRENT,CHAL_B_OFFICE_IP_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000161,CUST_000161,2026-02-06T12:22:34,ACTIVE,SAVINGS,CHAL_G_COMPOUND_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000162,CUST_000162,2025-09-10T07:40:35,ACTIVE,SAVINGS,CHAL_A_FAMILY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000163,CUST_000163,2026-02-14T04:24:32,ACTIVE,SAVINGS,CHAL_E_RUSH_HOUR_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000164,CUST_000164,2026-01-16T16:25:38,ACTIVE,SAVINGS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000165,CUST_000165,2025-11-06T21:09:53,ACTIVE,WALLET,CHAL_H_RING_001,COMBINED_RING,ring
ACC_000166,CUST_000166,2025-04-27T10:38:12,ACTIVE,WALLET,CHAL_F_COMMUNITY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000167,CUST_000167,2025-10-12T03:40:59,ACTIVE,SAVINGS,CHAL_H_RING_004,COMBINED_RING,ring
ACC_000168,CUST_000168,2026-01-23T01:01:35,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000169,CUST_000169,2026-03-02T00:17:32,ACTIVE,SAVINGS,CHAL_C_LANDLORD_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000170,CUST_000170,2026-02-26T06:54:34,ACTIVE,SAVINGS,CHAL_G_COMPOUND_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000171,CUST_000171,2026-02-07T20:00:49,ACTIVE,CURRENT,CHAL_E_RUSH_HOUR_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000172,CUST_000172,2026-02-21T20:11:16,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000173,CUST_000173,2026-02-09T15:42:55,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000174,CUST_000174,2025-11-16T10:52:54,ACTIVE,SAVINGS,CHAL_B_OFFICE_IP_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000175,CUST_000175,2025-07-25T01:53:47,DORMANT,CURRENT,CHAL_H_RING_002,COMBINED_RING,ring
ACC_000176,CUST_000176,2025-06-16T20:56:44,ACTIVE,CURRENT,CHAL_H_RING_002,COMBINED_RING,ring
ACC_000177,CUST_000177,2026-01-09T06:59:32,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_001,LEGITIMATE_LOOKALIKE,legitimate
