transaction_id,account_id,challenge_category,category_name,ground_truth_label,target_binary,amount,timestamp,scenario_id,notes
TXN_CHAL_000352,ACC_000038,E_COORDINATED_TIMING,Coordinated Timing Rush Hour,legitimate,0,16000.0,2026-03-11T21:16:29,CHAL_E_RUSH_HOUR_001,Simultaneous payday utility bills and personal transfers across independent users
TXN_CHAL_000349,ACC_000171,E_COORDINATED_TIMING,Coordinated Timing Rush Hour,legitimate,0,28000.0,2026-03-11T21:20:29,CHAL_E_RUSH_HOUR_001,Simultaneous payday utility bills and personal transfers across independent users
TXN_CHAL_000357,ACC_000073,E_COORDINATED_TIMING,Coordinated Timing Rush Hour,legitimate,0,52000.0,2026-03-11T21:21:29,CHAL_E_RUSH_HOUR_001,Simultaneous payday utility bills and personal transfers across independent users
TXN_CHAL_000355,ACC_000155,E_COORDINATED_TIMING,Coordinated Timing Rush Hour,legitimate,0,16000.0,2026-03-11T21:25:29,CHAL_E_RUSH_HOUR_001,Simultaneous payday utility bills and personal transfers across independent users
TXN_CHAL_000358,ACC_000073,E_COORDINATED_TIMING,Coordinated Timing Rush Hour,legitimate,0,16000.0,2026-03-11T21:27:29,CHAL_E_RUSH_HOUR_001,Simultaneous payday utility bills and personal transfers across independent users
TXN_CHAL_000557,ACC_000164,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,21000.0,2026-03-11T21:39:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000139,ACC_000138,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,1850.0,2026-03-11T21:42:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000034,ACC_000182,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,28000.0,2026-03-11T22:30:01,CHAL_A_FAMILY_003,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000037,ACC_000119,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,3500.0,2026-03-11T22:30:01,CHAL_A_FAMILY_003,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000143,ACC_000031,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,450.0,2026-03-11T22:53:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000170,ACC_000023,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,15000.0,2026-03-11T23:04:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000176,ACC_000115,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,28000.0,2026-03-11T23:10:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000563,ACC_000183,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,12000.0,2026-03-11T23:39:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000146,ACC_000121,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,1850.0,2026-03-11T23:49:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000134,ACC_000139,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,12000.0,2026-03-11T23:53:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000229,ACC_000090,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,75000.0,2026-03-12T00:22:20,CHAL_C_LANDLORD_004,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000234,ACC_000088,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,55000.0,2026-03-12T00:30:20,CHAL_C_LANDLORD_004,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000137,ACC_000001,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,24000.0,2026-03-12T01:00:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000561,ACC_000181,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,35000.0,2026-03-12T01:24:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000140,ACC_000138,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,450.0,2026-03-12T02:09:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000013,ACC_000042,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,18000.0,2026-03-12T02:50:45,CHAL_A_FAMILY_001,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000144,ACC_000031,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,4500.0,2026-03-12T03:16:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000039,ACC_000119,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,28000.0,2026-03-12T03:30:01,CHAL_A_FAMILY_003,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000567,ACC_000008,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,4500.0,2026-03-12T03:33:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000558,ACC_000164,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,35000.0,2026-03-12T03:44:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000147,ACC_000121,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,4500.0,2026-03-12T04:01:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000135,ACC_000139,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,1850.0,2026-03-12T04:02:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000138,ACC_000001,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,450.0,2026-03-12T05:21:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000173,ACC_000114,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,38000.0,2026-03-12T05:23:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000179,ACC_000092,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,75000.0,2026-03-12T05:30:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000564,ACC_000183,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,49500.0,2026-03-12T05:37:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000141,ACC_000138,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,48000.0,2026-03-12T06:11:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000035,ACC_000182,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,3500.0,2026-03-12T06:30:01,CHAL_A_FAMILY_003,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000232,ACC_000035,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,22000.0,2026-03-12T06:52:20,CHAL_C_LANDLORD_004,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000145,ACC_000031,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,1850.0,2026-03-12T07:16:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000562,ACC_000181,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,49500.0,2026-03-12T07:20:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000570,ACC_000200,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,68000.0,2026-03-12T07:32:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000148,ACC_000121,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,450.0,2026-03-12T08:24:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000568,ACC_000008,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,21000.0,2026-03-12T09:24:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000559,ACC_000164,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,35000.0,2026-03-12T09:38:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000142,ACC_000138,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,48000.0,2026-03-12T10:19:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000047,ACC_000147,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,28000.0,2026-03-12T10:30:01,CHAL_A_FAMILY_003,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000177,ACC_000115,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,55000.0,2026-03-12T11:02:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000057,ACC_000103,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,1500.0,2026-03-12T11:05:41,CHAL_A_FAMILY_004,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000171,ACC_000023,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,38000.0,2026-03-12T11:25:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000182,ACC_000029,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,28000.0,2026-03-12T11:27:41,CHAL_C_LANDLORD_001,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000565,ACC_000183,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,35000.0,2026-03-12T11:50:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
TXN_CHAL_000011,ACC_000098,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,18000.0,2026-03-12T11:50:45,CHAL_A_FAMILY_001,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000149,ACC_000121,B_SHARED_IP,Shared-IP Legitimate Users,legitimate,0,450.0,2026-03-12T12:00:31,CHAL_B_OFFICE_IP_004,Co-workers on office Wi-Fi transacting from distinct mobile devices
TXN_CHAL_000061,ACC_000018,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,18000.0,2026-03-12T12:05:41,CHAL_A_FAMILY_004,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000014,ACC_000042,A_SHARED_DEVICE,Shared-Device Legitimate Users,legitimate,0,28000.0,2026-03-12T12:50:45,CHAL_A_FAMILY_001,Family members sharing home desktop/tablet for independent household bills
TXN_CHAL_000235,ACC_000088,C_COMMON_BENEFICIARY,Legitimate Common Beneficiaries,legitimate,0,48500.0,2026-03-12T12:56:20,CHAL_C_LANDLORD_004,Apartment residents paying monthly rent/society dues to common landlord
TXN_CHAL_000571,ACC_000200,G_COMPOUND_INFRA,Compound Multi-Signal Lookalikes,legitimate,0,49500.0,2026-03-12T13:27:11,CHAL_G_COMPOUND_003,Family-run small business sharing office hardware and vendor account legitimately
