transaction_id,account_id,beneficiary_id,merchant_id,device_id,ip_id,timestamp,amount,transaction_type,status,channel,scenario_id,scenario_type,ground_truth_label
TXN_00000483,ACC_000198,,MER_000038,DEV_000065,IP_000116,2026-01-01T18:24:06,148.42,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001031,ACC_000175,,MER_000026,DEV_000099,IP_000103,2026-01-01T18:48:43,283.61,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000359,ACC_000041,,MER_000038,DEV_000038,IP_000134,2026-01-01T21:53:21,4778.94,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001235,ACC_000271,,MER_000008,DEV_000080,IP_000051,2026-01-02T00:15:19,1944.64,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000260,ACC_000412,BEN_000059,,DEV_000011,IP_000038,2026-01-02T01:10:35,3500.0,TRANSFER_P2P,SUCCESS,UPI,SCEN_LOOKALIKE_002,LEGITIMATE_LOOKALIKE,legitimate
TXN_00000413,ACC_000025,BEN_000059,,DEV_000037,IP_000101,2026-01-02T02:01:17,1431.15,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000453,ACC_000398,,MER_000042,DEV_000048,IP_000064,2026-01-02T02:16:41,846.36,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001809,ACC_000410,,MER_000021,DEV_000063,IP_000086,2026-01-02T03:30:22,3722.91,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000408,ACC_000335,BEN_000018,,DEV_000053,IP_000082,2026-01-02T04:00:48,2990.49,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001194,ACC_000260,,MER_000033,DEV_000074,IP_000078,2026-01-02T04:12:05,2887.76,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001914,ACC_000142,BEN_000064,,DEV_000048,IP_000133,2026-01-02T04:22:35,1150.04,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000249,ACC_000473,,MER_000008,DEV_000081,IP_000032,2026-01-02T06:24:42,150.0,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LOOKALIKE_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_00001604,ACC_000095,BEN_000083,,DEV_000024,IP_000028,2026-01-02T06:53:55,665.72,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001779,ACC_000431,,MER_000003,DEV_000077,IP_000086,2026-01-02T07:59:19,3440.27,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001767,ACC_000270,BEN_000031,,DEV_000089,IP_000093,2026-01-02T08:47:53,1808.9,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000439,ACC_000119,,MER_000015,DEV_000082,IP_000109,2026-01-02T09:02:13,1379.9,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000449,ACC_000009,,MER_000010,DEV_000071,IP_000068,2026-01-02T10:27:35,881.7,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000573,ACC_000396,,MER_000025,DEV_000078,IP_000097,2026-01-02T10:30:21,255.96,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000367,ACC_000220,,MER_000039,DEV_000036,IP_000052,2026-01-02T11:27:43,196.14,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001624,ACC_000364,,MER_000009,DEV_000050,IP_000124,2026-01-02T11:45:44,740.14,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001276,ACC_000163,,MER_000034,DEV_000070,IP_000110,2026-01-02T11:48:19,697.5,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001550,ACC_000492,,MER_000023,DEV_000081,IP_000117,2026-01-02T12:50:18,1484.29,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001648,ACC_000459,BEN_000018,,DEV_000090,IP_000021,2026-01-02T15:00:31,1745.0,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001451,ACC_000441,,MER_000011,DEV_000083,IP_000118,2026-01-02T15:03:10,169.5,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000481,ACC_000447,,MER_000036,DEV_000032,IP_000103,2026-01-02T16:04:27,3122.6,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001221,ACC_000259,,MER_000015,DEV_000048,IP_000009,2026-01-02T16:43:46,326.56,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000914,ACC_000001,,MER_000019,DEV_000014,IP_000134,2026-01-02T17:35:51,553.55,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000731,ACC_000104,,MER_000041,DEV_000070,IP_000120,2026-01-02T18:19:28,110.53,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000751,ACC_000274,,MER_000036,DEV_000077,IP_000130,2026-01-02T18:29:26,1335.45,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000575,ACC_000369,,MER_000014,DEV_000031,IP_000068,2026-01-02T18:38:37,294.36,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001997,ACC_000036,,MER_000010,DEV_000077,IP_000102,2026-01-02T18:40:24,1838.03,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000443,ACC_000435,,MER_000042,DEV_000028,IP_000095,2026-01-02T21:42:05,2461.06,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001873,ACC_000117,,MER_000014,DEV_000047,IP_000059,2026-01-02T21:57:50,1723.06,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001753,ACC_000458,,MER_000050,DEV_000093,IP_000012,2026-01-02T22:36:50,1363.54,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000957,ACC_000205,BEN_000087,,DEV_000030,IP_000010,2026-01-02T23:22:40,1019.37,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000390,ACC_000382,,MER_000008,DEV_000074,IP_000088,2026-01-03T00:07:20,3837.51,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001884,ACC_000403,,MER_000009,DEV_000085,IP_000029,2026-01-03T01:09:47,1058.8,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000243,ACC_000127,,MER_000010,DEV_000010,IP_000032,2026-01-03T01:45:31,3500.0,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LOOKALIKE_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_00000160,ACC_000326,,MER_000011,DEV_000034,IP_000142,2026-01-03T04:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_002,HISTORICAL_CONNECTION_RING,ring
TXN_00000162,ACC_000074,,MER_000022,DEV_000034,IP_000142,2026-01-03T04:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_002,HISTORICAL_CONNECTION_RING,ring
TXN_00001333,ACC_000492,BEN_000081,,DEV_000081,IP_000046,2026-01-03T04:13:20,339.86,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001465,ACC_000093,,MER_000013,DEV_000009,IP_000148,2026-01-03T05:21:30,496.76,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001442,ACC_000090,,MER_000049,DEV_000063,IP_000052,2026-01-03T05:27:32,209.75,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001749,ACC_000116,,MER_000019,DEV_000070,IP_000014,2026-01-03T05:54:31,1281.78,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000170,ACC_000234,,MER_000006,DEV_000056,IP_000136,2026-01-03T06:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_003,HISTORICAL_CONNECTION_RING,ring
TXN_00001086,ACC_000110,,MER_000040,DEV_000078,IP_000087,2026-01-03T06:30:17,4082.26,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000791,ACC_000141,,MER_000007,DEV_000073,IP_000101,2026-01-03T07:28:29,279.71,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001195,ACC_000168,,MER_000039,DEV_000035,IP_000112,2026-01-03T07:35:06,1019.77,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001696,ACC_000284,BEN_000067,,DEV_000004,IP_000068,2026-01-03T07:40:08,451.69,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000166,ACC_000281,,MER_000017,DEV_000056,IP_000136,2026-01-03T08:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_003,HISTORICAL_CONNECTION_RING,ring
TXN_00000167,ACC_000493,,MER_000020,DEV_000056,IP_000136,2026-01-03T09:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_003,HISTORICAL_CONNECTION_RING,ring
TXN_00000169,ACC_000102,,MER_000041,DEV_000056,IP_000136,2026-01-03T09:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_003,HISTORICAL_CONNECTION_RING,ring
TXN_00000995,ACC_000081,BEN_000045,,DEV_000079,IP_000077,2026-01-03T09:07:37,149.3,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001150,ACC_000105,,MER_000035,DEV_000077,IP_000138,2026-01-03T09:59:57,572.12,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000161,ACC_000160,,MER_000010,DEV_000034,IP_000142,2026-01-03T11:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_002,HISTORICAL_CONNECTION_RING,ring
TXN_00000168,ACC_000354,,MER_000013,DEV_000056,IP_000136,2026-01-03T11:00:00,500.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_HIST_CONN_003,HISTORICAL_CONNECTION_RING,ring
TXN_00001325,ACC_000040,,MER_000040,DEV_000018,IP_000013,2026-01-03T12:12:39,4369.77,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001657,ACC_000413,,MER_000026,DEV_000045,IP_000055,2026-01-03T13:32:29,699.88,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001344,ACC_000195,BEN_000001,,DEV_000092,IP_000012,2026-01-03T14:47:45,1017.62,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001992,ACC_000439,,MER_000014,DEV_000059,IP_000124,2026-01-03T15:58:57,3151.1,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001327,ACC_000308,,MER_000007,DEV_000081,IP_000004,2026-01-03T16:18:32,1038.89,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001271,ACC_000101,BEN_000051,,DEV_000048,IP_000146,2026-01-03T18:36:02,807.3,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001175,ACC_000284,,MER_000033,DEV_000082,IP_000093,2026-01-03T19:21:49,1072.55,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000681,ACC_000186,,MER_000029,DEV_000047,IP_000099,2026-01-03T20:07:42,4833.12,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000468,ACC_000478,,MER_000023,DEV_000002,IP_000051,2026-01-03T21:35:51,393.29,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000289,ACC_000318,,MER_000029,DEV_000069,IP_000049,2026-01-03T22:33:13,899.0,PAYMENT_P2M,SUCCESS,CARD,SCEN_LOOKALIKE_004,LEGITIMATE_LOOKALIKE,legitimate
TXN_00001169,ACC_000490,BEN_000085,,DEV_000015,IP_000025,2026-01-03T22:51:31,252.61,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000301,ACC_000476,BEN_000100,,DEV_000022,IP_000018,2026-01-03T23:10:50,1250.0,TRANSFER_P2P,SUCCESS,CARD,SCEN_LOOKALIKE_005,LEGITIMATE_LOOKALIKE,legitimate
TXN_00001358,ACC_000043,,MER_000018,DEV_000033,IP_000081,2026-01-03T23:29:31,1120.66,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001574,ACC_000445,,MER_000009,DEV_000002,IP_000114,2026-01-04T00:14:46,492.1,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000506,ACC_000025,,MER_000038,DEV_000037,IP_000138,2026-01-04T02:59:39,1630.02,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000490,ACC_000212,,MER_000020,DEV_000043,IP_000129,2026-01-04T03:15:52,1052.6,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001028,ACC_000398,,MER_000033,DEV_000048,IP_000064,2026-01-04T03:31:49,515.19,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000653,ACC_000357,,MER_000040,DEV_000051,IP_000043,2026-01-04T03:55:29,1756.09,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000668,ACC_000295,,MER_000040,DEV_000078,IP_000141,2026-01-04T06:28:58,486.41,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001538,ACC_000323,,MER_000042,DEV_000041,IP_000083,2026-01-04T07:32:15,749.91,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001124,ACC_000443,BEN_000037,,DEV_000018,IP_000089,2026-01-04T08:23:13,2099.59,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001329,ACC_000310,,MER_000027,DEV_000023,IP_000041,2026-01-04T09:21:31,200.71,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001905,ACC_000350,,MER_000025,DEV_000073,IP_000123,2026-01-04T11:13:25,1775.51,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000599,ACC_000299,,MER_000027,DEV_000043,IP_000088,2026-01-04T11:23:24,3718.28,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001996,ACC_000030,,MER_000033,DEV_000018,IP_000071,2026-01-04T11:45:23,104.83,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001903,ACC_000009,,MER_000050,DEV_000071,IP_000068,2026-01-04T11:47:41,116.84,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001662,ACC_000020,,MER_000031,DEV_000097,IP_000127,2026-01-04T12:35:56,589.37,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001138,ACC_000429,BEN_000100,,DEV_000022,IP_000091,2026-01-04T12:48:02,94.66,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001923,ACC_000167,,MER_000007,DEV_000067,IP_000122,2026-01-04T14:38:27,1359.5,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000414,ACC_000323,,MER_000026,DEV_000089,IP_000091,2026-01-04T14:43:29,4846.1,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001018,ACC_000373,,MER_000028,DEV_000069,IP_000117,2026-01-04T15:08:58,226.72,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000719,ACC_000243,,MER_000030,DEV_000071,IP_000078,2026-01-04T16:29:40,2934.45,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001355,ACC_000416,,MER_000044,DEV_000043,IP_000126,2026-01-04T17:20:28,1757.98,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001376,ACC_000358,,MER_000011,DEV_000054,IP_000005,2026-01-04T17:41:11,3506.96,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000850,ACC_000151,,MER_000005,DEV_000055,IP_000133,2026-01-04T18:06:10,542.24,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000238,ACC_000249,,MER_000046,DEV_000030,IP_000032,2026-01-04T19:05:25,1250.0,PAYMENT_P2M,SUCCESS,UPI,SCEN_LOOKALIKE_001,LEGITIMATE_LOOKALIKE,legitimate
TXN_00001020,ACC_000463,BEN_000009,,DEV_000054,IP_000013,2026-01-04T19:18:25,785.72,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000774,ACC_000316,,MER_000042,DEV_000011,IP_000055,2026-01-04T19:34:16,207.44,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000800,ACC_000346,BEN_000077,,DEV_000077,IP_000074,2026-01-04T20:34:57,181.55,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000394,ACC_000122,,MER_000006,DEV_000004,IP_000136,2026-01-04T20:50:22,882.4,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000467,ACC_000115,,MER_000031,DEV_000087,IP_000075,2026-01-04T21:36:44,4576.38,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000831,ACC_000112,BEN_000095,,DEV_000055,IP_000081,2026-01-04T21:50:46,742.54,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001860,ACC_000111,,MER_000006,DEV_000044,IP_000057,2026-01-04T23:49:38,1698.78,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001739,ACC_000141,,MER_000030,DEV_000001,IP_000102,2026-01-04T23:50:07,500.9,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00000282,ACC_000385,,MER_000005,DEV_000056,IP_000119,2026-01-05T00:22:40,150.0,PAYMENT_P2M,SUCCESS,CARD,SCEN_LOOKALIKE_003,LEGITIMATE_LOOKALIKE,legitimate
TXN_00001223,ACC_000261,,MER_000026,DEV_000074,IP_000096,2026-01-05T00:37:14,230.76,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001272,ACC_000232,,MER_000042,DEV_000034,IP_000113,2026-01-05T02:25:57,338.62,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001356,ACC_000219,BEN_000026,,DEV_000044,IP_000057,2026-01-05T02:39:53,125.28,TRANSFER_P2P,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001379,ACC_000021,,MER_000040,DEV_000074,IP_000027,2026-01-05T02:57:15,360.33,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001200,ACC_000357,,MER_000017,DEV_000051,IP_000097,2026-01-05T03:55:49,5136.36,PAYMENT_P2M,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001077,ACC_000131,,MER_000012,DEV_000041,IP_000006,2026-01-05T05:17:23,1582.46,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001485,ACC_000243,,MER_000032,DEV_000071,IP_000078,2026-01-05T05:53:47,316.11,PAYMENT_P2M,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001492,ACC_000309,,MER_000029,DEV_000083,IP_000018,2026-01-05T07:06:39,577.78,PAYMENT_P2M,SUCCESS,CARD,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001788,ACC_000425,BEN_000062,,DEV_000057,IP_000140,2026-01-05T07:24:36,1100.71,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001799,ACC_000141,BEN_000012,,DEV_000001,IP_000102,2026-01-05T09:23:53,621.08,TRANSFER_P2P,SUCCESS,NETBANKING,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
TXN_00001818,ACC_000235,BEN_000048,,DEV_000055,IP_000028,2026-01-05T09:29:28,274.29,TRANSFER_P2P,SUCCESS,UPI,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
