account_id,customer_id,account_created_at,account_status,account_type,scenario_id,scenario_type,ground_truth_label
ACC_000046,CUST_000046,2025-11-17T15:51:57,ACTIVE,WALLET,SCEN_HIST_CONN_001,HISTORICAL_CONNECTION_RING,ring
ACC_000047,CUST_000047,2025-12-07T00:00:57,ACTIVE,SAVINGS,SCEN_COMBINED_RING_003,COMBINED_RING,ring
ACC_000048,CUST_000048,2025-10-24T00:55:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000049,CUST_000049,2025-09-03T03:31:07,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000050,CUST_000050,2025-09-23T15:11:02,RESTRICTED,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000051,CUST_000051,2025-05-29T03:55:42,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000052,CUST_000052,2025-06-09T11:57:06,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000053,CUST_000053,2025-06-07T08:50:50,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000054,CUST_000054,2025-12-06T04:36:16,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000055,CUST_000055,2025-12-21T01:59:37,ACTIVE,WALLET,SCEN_LOOKALIKE_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000056,CUST_000056,2025-08-16T04:07:30,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000057,CUST_000057,2025-10-22T00:40:08,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000058,CUST_000058,2025-11-10T06:07:12,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000059,CUST_000059,2025-11-15T06:36:12,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000060,CUST_000060,2025-07-14T14:15:18,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000061,CUST_000061,2025-12-03T11:28:55,ACTIVE,SAVINGS,SCEN_COMMON_BEN_003,COMMON_BENEFICIARY_RING,ring
ACC_000062,CUST_000062,2025-12-05T04:34:21,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000063,CUST_000063,2025-10-27T16:16:50,ACTIVE,WALLET,SCEN_HIST_CONN_001,HISTORICAL_CONNECTION_RING,ring
ACC_000064,CUST_000064,2025-10-06T14:05:41,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000065,CUST_000065,2025-08-24T14:38:11,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000066,CUST_000066,2025-12-08T04:50:01,RESTRICTED,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000067,CUST_000067,2025-08-31T23:29:57,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000068,CUST_000068,2025-11-28T14:35:57,ACTIVE,SAVINGS,SCEN_SHARED_DEVICE_002,SHARED_DEVICE_RING,ring
ACC_000069,CUST_000069,2025-11-01T06:36:02,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000070,CUST_000070,2025-11-04T11:48:28,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000071,CUST_000071,2025-11-19T23:59:45,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000072,CUST_000072,2025-07-20T07:43:13,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000073,CUST_000073,2025-11-17T08:34:36,ACTIVE,SAVINGS,SCEN_LOOKALIKE_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000074,CUST_000074,2025-12-13T01:53:00,ACTIVE,SAVINGS,SCEN_HIST_CONN_002,HISTORICAL_CONNECTION_RING,ring
ACC_000075,CUST_000075,2025-12-18T19:27:00,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000076,CUST_000076,2025-11-02T00:09:03,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000077,CUST_000077,2025-10-15T02:18:13,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000078,CUST_000078,2025-12-14T09:46:33,ACTIVE,SAVINGS,SCEN_LOOKALIKE_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000079,CUST_000079,2025-12-13T17:34:41,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000080,CUST_000080,2025-12-27T17:24:48,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000081,CUST_000081,2025-12-19T04:39:22,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000082,CUST_000082,2025-03-15T15:29:54,ACTIVE,CURRENT,SCEN_SHARED_DEVICE_002,SHARED_DEVICE_RING,ring
ACC_000083,CUST_000083,2025-12-01T20:58:13,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000084,CUST_000084,2025-09-11T17:48:02,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000085,CUST_000085,2025-07-20T02:22:30,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000086,CUST_000086,2025-08-24T00:57:54,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000087,CUST_000087,2025-11-12T07:03:38,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000088,CUST_000088,2025-12-22T02:15:39,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000089,CUST_000089,2025-12-04T08:07:50,ACTIVE,SAVINGS,SCEN_COMBINED_RING_002,COMBINED_RING,ring
ACC_000090,CUST_000090,2025-10-05T16:22:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000091,CUST_000091,2025-12-25T16:34:52,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000092,CUST_000092,2025-10-19T05:17:11,ACTIVE,SAVINGS,SCEN_SHARED_DEVICE_003,SHARED_DEVICE_RING,ring
ACC_000093,CUST_000093,2025-12-21T22:41:16,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000094,CUST_000094,2025-08-18T12:05:50,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000095,CUST_000095,2025-11-07T03:03:52,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000096,CUST_000096,2025-08-25T12:29:05,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000097,CUST_000097,2025-09-20T15:38:33,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000098,CUST_000098,2025-12-25T03:54:07,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000099,CUST_000099,2025-10-19T07:30:02,ACTIVE,SAVINGS,SCEN_RAPID_DISTRIB_001,RAPID_FUND_DISTRIBUTION_RING,ring
ACC_000100,CUST_000100,2025-06-04T18:05:29,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000101,CUST_000101,2025-06-09T06:23:11,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000102,CUST_000102,2025-07-03T02:07:53,ACTIVE,CURRENT,SCEN_HIST_CONN_003,HISTORICAL_CONNECTION_RING,ring
ACC_000103,CUST_000103,2025-12-29T04:56:07,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000104,CUST_000104,2025-08-10T03:37:31,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000105,CUST_000105,2025-11-28T17:55:49,RESTRICTED,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000106,CUST_000106,2025-10-25T09:53:21,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000107,CUST_000107,2025-09-25T10:10:08,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000108,CUST_000108,2025-12-28T22:36:02,ACTIVE,SAVINGS,SCEN_SHARED_DEVICE_003,SHARED_DEVICE_RING,ring
ACC_000109,CUST_000109,2025-05-05T02:05:50,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000110,CUST_000110,2025-07-24T06:03:24,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000111,CUST_000111,2025-12-16T10:36:58,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000112,CUST_000112,2025-12-29T13:34:20,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000113,CUST_000113,2025-12-19T22:35:25,RESTRICTED,WALLET,SCEN_SHARED_DEVICE_001,SHARED_DEVICE_RING,ring
ACC_000114,CUST_000114,2025-12-12T13:05:47,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000115,CUST_000115,2025-09-05T04:51:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000116,CUST_000116,2025-10-14T02:04:47,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000117,CUST_000117,2025-12-04T22:34:16,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000118,CUST_000118,2025-12-11T03:09:33,ACTIVE,SAVINGS,SCEN_COMMON_BEN_003,COMMON_BENEFICIARY_RING,ring
ACC_000119,CUST_000119,2025-11-30T05:32:53,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000120,CUST_000120,2025-12-08T01:28:42,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000121,CUST_000121,2025-12-09T10:31:06,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000122,CUST_000122,2025-09-22T08:37:41,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000123,CUST_000123,2025-11-02T16:17:47,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000124,CUST_000124,2025-12-06T22:49:48,ACTIVE,CURRENT,SCEN_COMMON_BEN_002,COMMON_BENEFICIARY_RING,ring
ACC_000125,CUST_000125,2025-08-19T10:56:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000126,CUST_000126,2025-04-21T09:19:28,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000127,CUST_000127,2025-12-24T11:19:23,ACTIVE,WALLET,SCEN_LOOKALIKE_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000128,CUST_000128,2025-08-16T08:37:06,ACTIVE,SAVINGS,SCEN_COMMON_BEN_002,COMMON_BENEFICIARY_RING,ring
ACC_000129,CUST_000129,2025-10-23T12:26:38,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000130,CUST_000130,2025-07-21T03:06:06,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000131,CUST_000131,2025-09-01T23:42:12,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000132,CUST_000132,2025-11-29T07:26:33,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000133,CUST_000133,2025-06-16T22:57:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000134,CUST_000134,2025-06-08T00:33:24,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000135,CUST_000135,2025-12-21T12:51:34,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000136,CUST_000136,2025-02-20T15:30:10,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000137,CUST_000137,2025-12-06T23:58:20,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000138,CUST_000138,2025-08-06T20:42:07,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000139,CUST_000139,2025-03-06T18:29:57,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000140,CUST_000140,2025-11-25T06:09:12,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000141,CUST_000141,2025-10-22T14:16:21,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000142,CUST_000142,2025-11-12T09:02:54,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000143,CUST_000143,2025-12-21T16:25:28,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000144,CUST_000144,2025-12-28T23:04:44,ACTIVE,CURRENT,SCEN_COMBINED_RING_002,COMBINED_RING,ring
ACC_000145,CUST_000145,2025-12-21T04:05:33,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000146,CUST_000146,2025-08-10T23:39:19,DORMANT,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000147,CUST_000147,2025-11-02T11:56:21,DORMANT,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000148,CUST_000148,2025-06-17T05:59:02,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000149,CUST_000149,2025-12-24T11:23:19,ACTIVE,SAVINGS,SCEN_LOOKALIKE_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000150,CUST_000150,2025-10-30T01:32:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000151,CUST_000151,2025-09-10T22:37:33,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000152,CUST_000152,2025-08-08T09:13:25,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000153,CUST_000153,2025-08-27T21:16:37,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000154,CUST_000154,2025-11-28T22:06:13,ACTIVE,SAVINGS,SCEN_COMBINED_RING_003,COMBINED_RING,ring
ACC_000155,CUST_000155,2025-08-10T08:39:01,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000156,CUST_000156,2025-10-25T17:54:49,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000157,CUST_000157,2025-09-28T12:38:38,ACTIVE,CURRENT,SCEN_COMBINED_RING_003,COMBINED_RING,ring
ACC_000158,CUST_000158,2025-07-19T04:27:44,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000159,CUST_000159,2025-12-15T13:35:31,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000160,CUST_000160,2025-12-27T15:41:31,ACTIVE,SAVINGS,SCEN_HIST_CONN_002,HISTORICAL_CONNECTION_RING,ring
ACC_000161,CUST_000161,2025-11-25T06:03:26,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000162,CUST_000162,2025-09-23T18:38:45,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000163,CUST_000163,2025-12-10T17:05:25,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000164,CUST_000164,2025-07-05T05:06:17,ACTIVE,WALLET,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000165,CUST_000165,2025-06-08T19:58:20,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000166,CUST_000166,2025-12-15T11:09:24,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000167,CUST_000167,2025-12-25T14:47:49,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000168,CUST_000168,2025-12-18T22:48:10,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000169,CUST_000169,2025-06-23T04:38:35,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000170,CUST_000170,2025-12-26T03:40:19,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000171,CUST_000171,2025-11-03T11:20:57,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000172,CUST_000172,2025-05-29T10:30:05,ACTIVE,SAVINGS,SCEN_COMBINED_RING_001,COMBINED_RING,ring
ACC_000173,CUST_000173,2025-11-24T18:12:13,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000174,CUST_000174,2025-08-26T06:55:02,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000175,CUST_000175,2025-06-15T14:25:18,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000176,CUST_000176,2025-08-23T00:05:06,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000177,CUST_000177,2025-12-21T04:10:59,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000178,CUST_000178,2025-12-20T07:53:40,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000179,CUST_000179,2025-12-12T05:16:50,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000180,CUST_000180,2025-11-09T00:40:44,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000181,CUST_000181,2025-08-03T16:35:44,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000182,CUST_000182,2025-07-07T14:07:51,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000183,CUST_000183,2025-12-25T05:01:19,ACTIVE,SAVINGS,SCEN_SHARED_DEVICE_001,SHARED_DEVICE_RING,ring
ACC_000184,CUST_000184,2025-08-08T01:26:24,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000185,CUST_000185,2025-12-22T19:22:53,ACTIVE,CURRENT,SCEN_COMBINED_RING_001,COMBINED_RING,ring
ACC_000186,CUST_000186,2025-11-28T20:04:42,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000187,CUST_000187,2025-07-20T22:10:52,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000188,CUST_000188,2025-09-13T16:42:49,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000189,CUST_000189,2025-12-05T12:53:56,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000190,CUST_000190,2025-09-26T01:28:24,ACTIVE,SAVINGS,SCEN_RAPID_DISTRIB_001,RAPID_FUND_DISTRIBUTION_RING,ring
ACC_000191,CUST_000191,2025-06-22T23:33:01,ACTIVE,SAVINGS,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
ACC_000192,CUST_000192,2025-12-06T00:00:43,ACTIVE,CURRENT,SCEN_LEGIT_BASELINE,LEGITIMATE,legitimate
