transaction_id,tx_amount,tx_log_amount,tx_hour,tx_day_of_week,tx_day_of_month,tx_is_weekend,tx_is_night,tx_is_transfer_p2p,tx_is_payment_p2m,tx_channel_upi,tx_channel_imps,tx_channel_card,tx_channel_netbanking,tx_has_beneficiary,tx_has_merchant,beh_account_age_days,beh_tx_sequence_num,beh_time_since_last_tx_sec,beh_is_first_tx,beh_hist_tx_count,beh_hist_total_amount,beh_hist_avg_amount,beh_hist_max_amount,beh_hist_std_amount,beh_amount_to_hist_avg_ratio,beh_rolling_tx_count_1h,beh_rolling_amount_1h,beh_rolling_tx_count_24h,beh_rolling_amount_24h,beh_rolling_tx_count_7d,beh_rolling_amount_7d,beh_hist_unique_devices,beh_hist_unique_ips,beh_hist_unique_beneficiaries,beh_is_new_device,beh_is_new_ip,beh_is_new_beneficiary
TXN_00001432,1197.79,7.089067993732708,6,3,1,0,0,0,1,0,0,1,0,0,1,36.34,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000380,856.12,6.75357793213265,6,3,1,0,0,1,0,0,0,0,1,1,0,11.85,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001003,1400.75,7.245476735003782,11,3,1,0,0,0,1,0,0,0,1,0,1,58.63,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000595,613.0,6.419994928147142,11,3,1,0,0,0,1,0,0,1,0,0,1,97.19,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000483,148.42,5.0067611325476555,12,3,1,0,0,0,1,0,0,1,0,0,1,117.66,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001031,283.61,5.6511198220728955,13,3,1,0,0,0,1,1,0,0,0,0,1,200.18,2,65180.0,0,1,1759.61,1759.61,1759.61,0.0,0.1612,0,0.0,1,1759.61,1,1759.61,1,1,1,0,0,0
TXN_00000359,4778.94,8.472183273105465,16,3,1,0,0,0,1,0,0,1,0,0,1,67.71,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001235,1944.64,7.573346250771037,18,3,1,0,0,0,1,1,0,0,0,0,1,173.63,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000260,3500.0,8.160803920954665,19,3,1,0,0,1,0,1,0,0,0,1,0,48.94,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000413,1431.15,7.266932090638191,20,3,1,0,0,1,0,0,0,0,1,1,0,208.27,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000453,846.36,6.742125633868534,20,3,1,0,0,0,1,1,0,0,0,0,1,135.29,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001809,3722.91,8.222529470543156,22,3,1,0,0,0,1,0,0,0,1,0,1,93.64,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000408,2990.49,8.003526870019886,22,3,1,0,0,1,0,0,0,1,0,1,0,216.06,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001194,2887.76,7.968582623287489,22,3,1,0,0,0,1,1,0,0,0,0,1,38.93,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001914,1150.04,7.048421160507259,22,3,1,0,0,1,0,0,0,1,0,1,0,50.81,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000249,150.0,5.017279836814924,0,4,2,0,1,0,1,0,0,0,1,0,1,95.21,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001604,665.72,6.502370167674143,1,4,2,0,1,1,0,1,0,0,0,1,0,56.16,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001779,3440.27,8.143595868281556,2,4,2,0,1,0,1,0,0,1,0,0,1,196.78,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001767,1808.9,7.501026874114825,3,4,2,0,1,1,0,0,0,1,0,1,0,109.69,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000439,1379.9,7.230490739491305,3,4,2,0,1,0,1,1,0,0,0,0,1,33.15,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000449,881.7,6.7829853920261876,4,4,2,0,1,0,1,1,0,0,0,0,1,26.43,2,105088.0,0,1,1053.95,1053.95,1053.95,0.0,0.8366,0,0.0,0,0.0,1,1053.95,1,1,0,0,0,0
TXN_00000573,255.96,5.548920430758397,5,4,2,0,1,0,1,1,0,0,0,0,1,22.85,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000367,196.14,5.283914136237293,5,4,2,0,1,0,1,0,0,1,0,0,1,97.97,2,67344.0,0,1,613.0,613.0,613.0,0.0,0.32,0,0.0,1,613.0,1,613.0,1,1,0,0,1,0
TXN_00001624,740.14,6.608189541323474,6,4,2,0,0,0,1,0,0,1,0,0,1,250.27,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001276,697.5,6.5489351786970165,6,4,2,0,0,0,1,0,0,0,1,0,1,22.78,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001550,1484.29,7.303365318366219,7,4,2,0,0,0,1,0,0,0,1,0,1,171.9,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001648,1745.0,7.465082736399547,9,4,2,0,0,1,0,1,0,0,0,1,0,11.29,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001451,169.5,5.1387352967235715,9,4,2,0,0,0,1,1,0,0,0,0,1,24.79,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000481,3122.6,8.04674146178852,10,4,2,0,0,0,1,1,0,0,0,0,1,193.16,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001221,326.56,5.7916712444019876,11,4,2,0,0,0,1,1,0,0,0,0,1,85.3,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000914,553.55,6.31815697405075,12,4,2,0,0,0,1,0,0,0,1,0,1,34.39,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000731,110.53,4.714293613006445,12,4,2,0,0,0,1,0,0,0,1,0,1,145.61,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000751,1335.45,7.197772123730637,12,4,2,0,0,0,1,1,0,0,0,0,1,163.19,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000575,294.36,5.688194951314488,13,4,2,0,0,0,1,0,0,0,1,0,1,24.11,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001997,1838.03,7.516993537684965,13,4,2,0,0,0,1,0,0,0,1,0,1,182.99,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000443,2461.06,7.808753676877989,16,4,2,0,0,0,1,1,0,0,0,0,1,98.97,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001873,1723.06,7.452437253402258,16,4,2,0,0,0,1,1,0,0,0,0,1,28.97,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001753,1363.54,7.218572654486038,17,4,2,0,0,0,1,1,0,0,0,0,1,62.22,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000957,1019.37,6.927920585600259,17,4,2,0,0,1,0,0,0,1,0,1,0,227.62,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000390,3837.51,8.252839549448877,18,4,2,0,0,0,1,1,0,0,0,0,1,206.6,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001884,1058.8,6.965835490058661,19,4,2,0,0,0,1,0,0,0,1,0,1,215.94,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000243,3500.0,8.160803920954665,20,4,2,0,0,0,1,0,0,0,1,0,1,9.6,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000160,500.0,6.2166061010848646,22,4,2,0,0,0,1,1,0,0,0,0,1,98.02,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000162,500.0,6.2166061010848646,22,4,2,0,0,0,1,1,0,0,0,0,1,21.09,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001333,339.86,5.831471835797091,22,4,2,0,0,1,0,1,0,0,0,1,0,172.54,2,55382.0,0,1,1484.29,1484.29,1484.29,0.0,0.229,0,0.0,1,1484.29,1,1484.29,1,1,0,0,1,1
TXN_00001465,496.76,6.210118033149327,23,4,2,0,0,0,1,0,0,1,0,0,1,12.28,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001442,209.75,5.350672596881965,23,4,2,0,0,0,1,0,0,1,0,0,1,89.55,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001749,1281.78,7.1567848768025435,0,5,3,1,1,0,1,1,0,0,0,0,1,81.16,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000170,500.0,6.2166061010848646,0,5,3,1,1,0,1,1,0,0,0,0,1,62.21,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001086,4082.26,8.314650967959821,1,5,3,1,1,0,1,1,0,0,0,0,1,163.02,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000791,279.71,5.6373221079559315,1,5,3,1,1,0,1,0,0,0,1,0,1,72.72,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001195,1019.77,6.928312523443935,2,5,3,1,1,0,1,0,0,1,0,0,1,15.37,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001696,451.69,6.115207564513815,2,5,3,1,1,1,0,0,0,1,0,1,0,39.82,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000166,500.0,6.2166061010848646,2,5,3,1,1,0,1,1,0,0,0,0,1,211.57,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000167,500.0,6.2166061010848646,3,5,3,1,1,0,1,1,0,0,0,0,1,167.37,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000169,500.0,6.2166061010848646,3,5,3,1,1,0,1,1,0,0,0,0,1,184.29,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000995,149.3,5.012633296758929,3,5,3,1,1,1,0,0,0,0,1,1,0,15.19,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001150,572.12,6.351095118872347,4,5,3,1,1,0,1,0,0,1,0,0,1,35.67,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000161,500.0,6.2166061010848646,5,5,3,1,1,0,1,1,0,0,0,0,1,6.8,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000168,500.0,6.2166061010848646,5,5,3,1,1,0,1,1,0,0,0,0,1,58.13,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001325,4369.77,8.382694473940996,6,5,3,1,0,0,1,1,0,0,0,0,1,34.74,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001657,699.88,6.552336688358109,8,5,3,1,0,0,1,0,0,0,1,0,1,60.94,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001344,1017.62,6.926204049050597,9,5,3,1,0,1,0,1,0,0,0,1,0,49.54,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001992,3151.1,8.055824176362838,10,5,3,1,0,0,1,1,0,0,0,0,1,237.12,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001327,1038.89,6.94687021731069,10,5,3,1,0,0,1,1,0,0,0,0,1,12.99,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001271,807.3,6.694933276739799,13,5,3,1,0,1,0,0,0,0,1,1,0,208.51,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001175,1072.55,6.978726192852716,13,5,3,1,0,0,1,0,0,0,1,0,1,40.31,2,42101.0,0,1,451.69,451.69,451.69,0.0,2.3745,0,0.0,1,451.69,1,451.69,1,1,1,1,1,0
TXN_00000681,4833.12,8.483454385117499,14,5,3,1,0,0,1,0,0,0,1,0,1,36.0,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000468,393.29,5.977086679162027,16,5,3,1,0,0,1,1,0,0,0,0,1,7.55,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000289,899.0,6.802394763324311,17,5,3,1,0,0,1,0,0,1,0,0,1,250.52,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001169,252.61,5.535797653962299,17,5,3,1,0,1,0,1,0,0,0,1,0,42.46,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000301,1250.0,7.1316985104669115,17,5,3,1,0,1,0,0,0,1,0,1,0,274.36,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001358,1120.66,7.022565009856652,17,5,3,1,0,0,1,1,0,0,0,0,1,14.71,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001574,492.1,6.2007119932300805,18,5,3,1,0,0,1,0,0,1,0,0,1,112.98,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000506,1630.02,7.396960864961527,21,5,3,1,0,0,1,1,0,0,0,0,1,210.31,2,176302.0,0,1,1431.15,1431.15,1431.15,0.0,1.139,0,0.0,0,0.0,1,1431.15,1,1,1,0,1,0
TXN_00000490,1052.6,6.959968150429071,21,5,3,1,0,0,1,1,0,0,0,0,1,31.61,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001028,515.19,6.246474914760563,22,5,3,1,0,0,1,0,0,0,1,0,1,137.34,2,177308.0,0,1,846.36,846.36,846.36,0.0,0.6087,0,0.0,0,0.0,1,846.36,1,1,0,0,0,0
TXN_00000653,1756.09,7.471414310551931,22,5,3,1,0,0,1,0,0,0,1,0,1,18.62,2,251159.0,0,1,1847.33,1847.33,1847.33,0.0,0.9506,0,0.0,0,0.0,1,1847.33,1,1,0,0,0,0
TXN_00000668,486.41,6.189105658009769,0,6,4,1,1,0,1,0,0,1,0,0,1,62.64,2,279367.0,0,1,1480.43,1480.43,1480.43,0.0,0.3286,0,0.0,0,0.0,1,1480.43,1,1,0,0,0,0
TXN_00001538,749.91,6.621285804369673,2,6,4,1,1,0,1,0,0,0,1,0,1,145.55,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001124,2099.59,7.6499735366327375,2,6,4,1,1,1,0,0,0,0,1,1,0,27.74,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001329,200.71,5.306831022313242,3,6,4,1,1,0,1,0,0,1,0,0,1,107.04,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001905,1775.51,7.482406044491116,5,6,4,1,1,0,1,1,0,0,0,0,1,109.13,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000599,3718.28,8.22128538014719,5,6,4,1,1,0,1,0,0,1,0,0,1,45.32,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001996,104.83,4.661834033105633,6,6,4,1,0,0,1,1,0,0,0,0,1,57.21,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001903,116.84,4.769327772154375,6,6,4,1,0,0,1,0,0,1,0,0,1,28.49,3,177606.0,0,2,1935.65,967.83,1053.95,121.8,0.1207,0,0.0,0,0.0,2,1935.65,1,1,0,0,0,0
TXN_00001662,589.37,6.380749458987108,7,6,4,1,0,0,1,1,0,0,0,0,1,99.6,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001138,94.66,4.560800238252151,7,6,4,1,0,1,0,0,0,0,1,1,0,108.87,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001923,1359.5,7.215607558223301,9,6,4,1,0,0,1,0,0,1,0,0,1,9.99,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000414,4846.1,8.486135866950894,9,6,4,1,0,0,1,0,0,1,0,0,1,145.85,2,25874.0,0,1,749.91,749.91,749.91,0.0,6.4622,0,0.0,1,749.91,1,749.91,1,1,0,1,1,0
TXN_00001018,226.72,5.428116804082881,9,6,4,1,0,0,1,1,0,0,0,0,1,42.59,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000719,2934.45,7.984616042485734,10,6,4,1,0,0,1,0,0,1,0,0,1,156.12,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001355,1757.98,7.472489374576273,11,6,4,1,0,0,1,1,0,0,0,0,1,37.79,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001376,3506.96,8.162789950918512,12,6,4,1,0,0,1,0,0,0,1,0,1,16.99,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000850,542.24,6.297551211235867,12,6,4,1,0,0,1,1,0,0,0,0,1,115.81,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000238,1250.0,7.1316985104669115,13,6,4,1,0,0,1,1,0,0,0,0,1,27.0,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001020,785.72,6.66787240366363,13,6,4,1,0,1,0,0,0,0,1,1,0,155.69,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000774,207.44,5.339651230041014,14,6,4,1,0,0,1,0,0,1,0,0,1,265.08,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000800,181.55,5.2070241081016455,15,6,4,1,0,1,0,0,0,1,0,1,0,179.66,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000394,882.4,6.783778099162426,15,6,4,1,0,0,1,0,0,0,1,0,1,104.51,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000467,4576.38,8.428882061022081,16,6,4,1,0,0,1,1,0,0,0,0,1,121.7,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000831,742.54,6.611422564049566,16,6,4,1,0,1,0,0,0,0,1,1,0,6.34,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001860,1698.78,7.438254109905176,18,6,4,1,0,0,1,1,0,0,0,0,1,19.55,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001739,500.9,6.218400896660888,18,6,4,1,0,0,1,0,0,0,1,0,1,74.4,2,145298.0,0,1,279.71,279.71,279.71,0.0,1.7908,0,0.0,0,0.0,1,279.71,1,1,0,1,1,0
