transaction_id,account_id,timestamp,scenario_type,ground_truth_label,is_ring
TXN_00001194,ACC_000260,2026-01-01T22:42:05+00:00,LEGITIMATE,legitimate,0
TXN_00001914,ACC_000142,2026-01-01T22:52:35+00:00,LEGITIMATE,legitimate,0
TXN_00000249,ACC_000473,2026-01-02T00:54:42+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001604,ACC_000095,2026-01-02T01:23:55+00:00,LEGITIMATE,legitimate,0
TXN_00001779,ACC_000431,2026-01-02T02:29:19+00:00,LEGITIMATE,legitimate,0
TXN_00001767,ACC_000270,2026-01-02T03:17:53+00:00,LEGITIMATE,legitimate,0
TXN_00000439,ACC_000119,2026-01-02T03:32:13+00:00,LEGITIMATE,legitimate,0
TXN_00000449,ACC_000009,2026-01-02T04:57:35+00:00,LEGITIMATE,legitimate,0
TXN_00000573,ACC_000396,2026-01-02T05:00:21+00:00,LEGITIMATE,legitimate,0
TXN_00000367,ACC_000220,2026-01-02T05:57:43+00:00,LEGITIMATE,legitimate,0
TXN_00001624,ACC_000364,2026-01-02T06:15:44+00:00,LEGITIMATE,legitimate,0
TXN_00001276,ACC_000163,2026-01-02T06:18:19+00:00,LEGITIMATE,legitimate,0
TXN_00001550,ACC_000492,2026-01-02T07:20:18+00:00,LEGITIMATE,legitimate,0
TXN_00001648,ACC_000459,2026-01-02T09:30:31+00:00,LEGITIMATE,legitimate,0
TXN_00001451,ACC_000441,2026-01-02T09:33:10+00:00,LEGITIMATE,legitimate,0
TXN_00000481,ACC_000447,2026-01-02T10:34:27+00:00,LEGITIMATE,legitimate,0
TXN_00001221,ACC_000259,2026-01-02T11:13:46+00:00,LEGITIMATE,legitimate,0
TXN_00000914,ACC_000001,2026-01-02T12:05:51+00:00,LEGITIMATE,legitimate,0
TXN_00000731,ACC_000104,2026-01-02T12:49:28+00:00,LEGITIMATE,legitimate,0
TXN_00000751,ACC_000274,2026-01-02T12:59:26+00:00,LEGITIMATE,legitimate,0
TXN_00000575,ACC_000369,2026-01-02T13:08:37+00:00,LEGITIMATE,legitimate,0
TXN_00001997,ACC_000036,2026-01-02T13:10:24+00:00,LEGITIMATE,legitimate,0
TXN_00000443,ACC_000435,2026-01-02T16:12:05+00:00,LEGITIMATE,legitimate,0
TXN_00001873,ACC_000117,2026-01-02T16:27:50+00:00,LEGITIMATE,legitimate,0
TXN_00001753,ACC_000458,2026-01-02T17:06:50+00:00,LEGITIMATE,legitimate,0
TXN_00000957,ACC_000205,2026-01-02T17:52:40+00:00,LEGITIMATE,legitimate,0
TXN_00000390,ACC_000382,2026-01-02T18:37:20+00:00,LEGITIMATE,legitimate,0
TXN_00001884,ACC_000403,2026-01-02T19:39:47+00:00,LEGITIMATE,legitimate,0
TXN_00000243,ACC_000127,2026-01-02T20:15:31+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000160,ACC_000326,2026-01-02T22:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000162,ACC_000074,2026-01-02T22:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00001333,ACC_000492,2026-01-02T22:43:20+00:00,LEGITIMATE,legitimate,0
TXN_00001465,ACC_000093,2026-01-02T23:51:30+00:00,LEGITIMATE,legitimate,0
TXN_00001442,ACC_000090,2026-01-02T23:57:32+00:00,LEGITIMATE,legitimate,0
TXN_00001749,ACC_000116,2026-01-03T00:24:31+00:00,LEGITIMATE,legitimate,0
TXN_00000170,ACC_000234,2026-01-03T00:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00001086,ACC_000110,2026-01-03T01:00:17+00:00,LEGITIMATE,legitimate,0
TXN_00000791,ACC_000141,2026-01-03T01:58:29+00:00,LEGITIMATE,legitimate,0
TXN_00001195,ACC_000168,2026-01-03T02:05:06+00:00,LEGITIMATE,legitimate,0
TXN_00001696,ACC_000284,2026-01-03T02:10:08+00:00,LEGITIMATE,legitimate,0
TXN_00000166,ACC_000281,2026-01-03T02:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000167,ACC_000493,2026-01-03T03:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000169,ACC_000102,2026-01-03T03:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000995,ACC_000081,2026-01-03T03:37:37+00:00,LEGITIMATE,legitimate,0
TXN_00001150,ACC_000105,2026-01-03T04:29:57+00:00,LEGITIMATE,legitimate,0
TXN_00000161,ACC_000160,2026-01-03T05:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000168,ACC_000354,2026-01-03T05:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00001325,ACC_000040,2026-01-03T06:42:39+00:00,LEGITIMATE,legitimate,0
TXN_00001657,ACC_000413,2026-01-03T08:02:29+00:00,LEGITIMATE,legitimate,0
TXN_00001344,ACC_000195,2026-01-03T09:17:45+00:00,LEGITIMATE,legitimate,0
TXN_00001992,ACC_000439,2026-01-03T10:28:57+00:00,LEGITIMATE,legitimate,0
TXN_00001327,ACC_000308,2026-01-03T10:48:32+00:00,LEGITIMATE,legitimate,0
TXN_00001271,ACC_000101,2026-01-03T13:06:02+00:00,LEGITIMATE,legitimate,0
TXN_00001175,ACC_000284,2026-01-03T13:51:49+00:00,LEGITIMATE,legitimate,0
TXN_00000681,ACC_000186,2026-01-03T14:37:42+00:00,LEGITIMATE,legitimate,0
TXN_00000468,ACC_000478,2026-01-03T16:05:51+00:00,LEGITIMATE,legitimate,0
TXN_00000289,ACC_000318,2026-01-03T17:03:13+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001169,ACC_000490,2026-01-03T17:21:31+00:00,LEGITIMATE,legitimate,0
TXN_00000301,ACC_000476,2026-01-03T17:40:50+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001358,ACC_000043,2026-01-03T17:59:31+00:00,LEGITIMATE,legitimate,0
TXN_00001574,ACC_000445,2026-01-03T18:44:46+00:00,LEGITIMATE,legitimate,0
TXN_00000506,ACC_000025,2026-01-03T21:29:39+00:00,LEGITIMATE,legitimate,0
TXN_00000490,ACC_000212,2026-01-03T21:45:52+00:00,LEGITIMATE,legitimate,0
TXN_00001028,ACC_000398,2026-01-03T22:01:49+00:00,LEGITIMATE,legitimate,0
TXN_00000653,ACC_000357,2026-01-03T22:25:29+00:00,LEGITIMATE,legitimate,0
TXN_00000668,ACC_000295,2026-01-04T00:58:58+00:00,LEGITIMATE,legitimate,0
TXN_00001538,ACC_000323,2026-01-04T02:02:15+00:00,LEGITIMATE,legitimate,0
TXN_00001124,ACC_000443,2026-01-04T02:53:13+00:00,LEGITIMATE,legitimate,0
TXN_00001329,ACC_000310,2026-01-04T03:51:31+00:00,LEGITIMATE,legitimate,0
TXN_00001905,ACC_000350,2026-01-04T05:43:25+00:00,LEGITIMATE,legitimate,0
TXN_00000599,ACC_000299,2026-01-04T05:53:24+00:00,LEGITIMATE,legitimate,0
TXN_00001996,ACC_000030,2026-01-04T06:15:23+00:00,LEGITIMATE,legitimate,0
TXN_00001903,ACC_000009,2026-01-04T06:17:41+00:00,LEGITIMATE,legitimate,0
TXN_00001662,ACC_000020,2026-01-04T07:05:56+00:00,LEGITIMATE,legitimate,0
TXN_00001138,ACC_000429,2026-01-04T07:18:02+00:00,LEGITIMATE,legitimate,0
TXN_00001923,ACC_000167,2026-01-04T09:08:27+00:00,LEGITIMATE,legitimate,0
TXN_00000414,ACC_000323,2026-01-04T09:13:29+00:00,LEGITIMATE,legitimate,0
TXN_00001018,ACC_000373,2026-01-04T09:38:58+00:00,LEGITIMATE,legitimate,0
TXN_00000719,ACC_000243,2026-01-04T10:59:40+00:00,LEGITIMATE,legitimate,0
TXN_00001355,ACC_000416,2026-01-04T11:50:28+00:00,LEGITIMATE,legitimate,0
TXN_00001376,ACC_000358,2026-01-04T12:11:11+00:00,LEGITIMATE,legitimate,0
TXN_00000850,ACC_000151,2026-01-04T12:36:10+00:00,LEGITIMATE,legitimate,0
TXN_00000238,ACC_000249,2026-01-04T13:35:25+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001020,ACC_000463,2026-01-04T13:48:25+00:00,LEGITIMATE,legitimate,0
TXN_00000774,ACC_000316,2026-01-04T14:04:16+00:00,LEGITIMATE,legitimate,0
TXN_00000800,ACC_000346,2026-01-04T15:04:57+00:00,LEGITIMATE,legitimate,0
TXN_00000394,ACC_000122,2026-01-04T15:20:22+00:00,LEGITIMATE,legitimate,0
TXN_00000467,ACC_000115,2026-01-04T16:06:44+00:00,LEGITIMATE,legitimate,0
TXN_00000831,ACC_000112,2026-01-04T16:20:46+00:00,LEGITIMATE,legitimate,0
TXN_00001860,ACC_000111,2026-01-04T18:19:38+00:00,LEGITIMATE,legitimate,0
TXN_00001739,ACC_000141,2026-01-04T18:20:07+00:00,LEGITIMATE,legitimate,0
TXN_00000282,ACC_000385,2026-01-04T18:52:40+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001223,ACC_000261,2026-01-04T19:07:14+00:00,LEGITIMATE,legitimate,0
TXN_00001272,ACC_000232,2026-01-04T20:55:57+00:00,LEGITIMATE,legitimate,0
TXN_00001356,ACC_000219,2026-01-04T21:09:53+00:00,LEGITIMATE,legitimate,0
TXN_00001379,ACC_000021,2026-01-04T21:27:15+00:00,LEGITIMATE,legitimate,0
TXN_00001200,ACC_000357,2026-01-04T22:25:49+00:00,LEGITIMATE,legitimate,0
TXN_00001077,ACC_000131,2026-01-04T23:47:23+00:00,LEGITIMATE,legitimate,0
TXN_00001485,ACC_000243,2026-01-05T00:23:47+00:00,LEGITIMATE,legitimate,0
TXN_00001492,ACC_000309,2026-01-05T01:36:39+00:00,LEGITIMATE,legitimate,0
TXN_00001788,ACC_000425,2026-01-05T01:54:36+00:00,LEGITIMATE,legitimate,0
TXN_00001799,ACC_000141,2026-01-05T03:53:53+00:00,LEGITIMATE,legitimate,0
TXN_00001818,ACC_000235,2026-01-05T03:59:28+00:00,LEGITIMATE,legitimate,0
TXN_00001050,ACC_000071,2026-01-05T04:54:58+00:00,LEGITIMATE,legitimate,0
TXN_00000536,ACC_000357,2026-01-05T05:32:33+00:00,LEGITIMATE,legitimate,0
TXN_00001890,ACC_000450,2026-01-05T05:48:26+00:00,LEGITIMATE,legitimate,0
TXN_00001090,ACC_000453,2026-01-05T05:57:07+00:00,LEGITIMATE,legitimate,0
TXN_00001120,ACC_000064,2026-01-05T06:30:22+00:00,LEGITIMATE,legitimate,0
TXN_00000256,ACC_000055,2026-01-05T06:44:28+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000531,ACC_000336,2026-01-05T07:23:50+00:00,LEGITIMATE,legitimate,0
TXN_00001464,ACC_000283,2026-01-05T08:01:51+00:00,LEGITIMATE,legitimate,0
TXN_00001594,ACC_000013,2026-01-05T08:22:44+00:00,LEGITIMATE,legitimate,0
TXN_00000987,ACC_000471,2026-01-05T08:27:40+00:00,LEGITIMATE,legitimate,0
TXN_00001436,ACC_000156,2026-01-05T08:54:04+00:00,LEGITIMATE,legitimate,0
TXN_00000519,ACC_000436,2026-01-05T09:11:43+00:00,LEGITIMATE,legitimate,0
TXN_00001682,ACC_000446,2026-01-05T11:13:10+00:00,LEGITIMATE,legitimate,0
TXN_00001190,ACC_000282,2026-01-05T12:01:52+00:00,LEGITIMATE,legitimate,0
TXN_00001085,ACC_000419,2026-01-05T12:41:19+00:00,LEGITIMATE,legitimate,0
TXN_00001320,ACC_000328,2026-01-05T14:35:34+00:00,LEGITIMATE,legitimate,0
TXN_00001920,ACC_000317,2026-01-05T15:30:08+00:00,LEGITIMATE,legitimate,0
TXN_00001576,ACC_000216,2026-01-05T15:33:35+00:00,LEGITIMATE,legitimate,0
TXN_00000323,ACC_000375,2026-01-05T15:50:29+00:00,LEGITIMATE,legitimate,0
TXN_00000326,ACC_000277,2026-01-05T16:33:02+00:00,LEGITIMATE,legitimate,0
TXN_00000235,ACC_000365,2026-01-05T16:35:05+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001998,ACC_000443,2026-01-05T17:23:06+00:00,LEGITIMATE,legitimate,0
TXN_00001610,ACC_000098,2026-01-05T20:24:37+00:00,LEGITIMATE,legitimate,0
TXN_00000469,ACC_000299,2026-01-05T20:32:21+00:00,LEGITIMATE,legitimate,0
TXN_00001483,ACC_000029,2026-01-05T20:43:03+00:00,LEGITIMATE,legitimate,0
TXN_00001793,ACC_000186,2026-01-05T21:05:36+00:00,LEGITIMATE,legitimate,0
TXN_00000386,ACC_000389,2026-01-05T23:01:07+00:00,LEGITIMATE,legitimate,0
TXN_00001275,ACC_000136,2026-01-06T00:29:35+00:00,LEGITIMATE,legitimate,0
TXN_00000457,ACC_000182,2026-01-06T01:04:10+00:00,LEGITIMATE,legitimate,0
TXN_00000607,ACC_000148,2026-01-06T01:26:07+00:00,LEGITIMATE,legitimate,0
TXN_00000993,ACC_000396,2026-01-06T02:07:35+00:00,LEGITIMATE,legitimate,0
TXN_00001710,ACC_000175,2026-01-06T02:30:58+00:00,LEGITIMATE,legitimate,0
TXN_00000732,ACC_000198,2026-01-06T03:17:34+00:00,LEGITIMATE,legitimate,0
TXN_00000982,ACC_000468,2026-01-06T03:37:49+00:00,LEGITIMATE,legitimate,0
TXN_00000711,ACC_000155,2026-01-06T03:43:35+00:00,LEGITIMATE,legitimate,0
TXN_00001861,ACC_000096,2026-01-06T04:08:03+00:00,LEGITIMATE,legitimate,0
TXN_00000592,ACC_000161,2026-01-06T04:26:12+00:00,LEGITIMATE,legitimate,0
TXN_00001652,ACC_000169,2026-01-06T08:14:31+00:00,LEGITIMATE,legitimate,0
TXN_00000692,ACC_000465,2026-01-06T09:24:38+00:00,LEGITIMATE,legitimate,0
TXN_00001848,ACC_000364,2026-01-06T09:41:20+00:00,LEGITIMATE,legitimate,0
TXN_00000655,ACC_000011,2026-01-06T10:13:17+00:00,LEGITIMATE,legitimate,0
TXN_00001117,ACC_000428,2026-01-06T11:01:29+00:00,LEGITIMATE,legitimate,0
TXN_00001919,ACC_000268,2026-01-06T11:49:15+00:00,LEGITIMATE,legitimate,0
TXN_00000897,ACC_000489,2026-01-06T12:18:50+00:00,LEGITIMATE,legitimate,0
TXN_00000700,ACC_000341,2026-01-06T12:22:06+00:00,LEGITIMATE,legitimate,0
TXN_00001071,ACC_000370,2026-01-06T12:44:50+00:00,LEGITIMATE,legitimate,0
TXN_00000805,ACC_000191,2026-01-06T12:52:10+00:00,LEGITIMATE,legitimate,0
TXN_00001040,ACC_000252,2026-01-06T13:09:14+00:00,LEGITIMATE,legitimate,0
TXN_00000593,ACC_000075,2026-01-06T13:46:22+00:00,LEGITIMATE,legitimate,0
TXN_00001279,ACC_000371,2026-01-06T16:03:06+00:00,LEGITIMATE,legitimate,0
TXN_00001504,ACC_000379,2026-01-06T16:06:14+00:00,LEGITIMATE,legitimate,0
TXN_00001010,ACC_000193,2026-01-06T16:28:10+00:00,LEGITIMATE,legitimate,0
TXN_00001084,ACC_000452,2026-01-06T18:29:01+00:00,LEGITIMATE,legitimate,0
TXN_00001849,ACC_000260,2026-01-06T19:03:17+00:00,LEGITIMATE,legitimate,0
TXN_00000150,ACC_000046,2026-01-06T19:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000549,ACC_000262,2026-01-06T21:09:58+00:00,LEGITIMATE,legitimate,0
TXN_00001298,ACC_000030,2026-01-06T22:35:05+00:00,LEGITIMATE,legitimate,0
TXN_00000153,ACC_000423,2026-01-06T23:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00001736,ACC_000050,2026-01-06T23:51:05+00:00,LEGITIMATE,legitimate,0
TXN_00000152,ACC_000424,2026-01-07T01:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000747,ACC_000161,2026-01-07T01:40:31+00:00,LEGITIMATE,legitimate,0
TXN_00001902,ACC_000072,2026-01-07T02:13:26+00:00,LEGITIMATE,legitimate,0
TXN_00001387,ACC_000328,2026-01-07T02:54:09+00:00,LEGITIMATE,legitimate,0
TXN_00000647,ACC_000178,2026-01-07T03:23:23+00:00,LEGITIMATE,legitimate,0
TXN_00001717,ACC_000064,2026-01-07T03:27:18+00:00,LEGITIMATE,legitimate,0
TXN_00000824,ACC_000133,2026-01-07T04:03:46+00:00,LEGITIMATE,legitimate,0
TXN_00001300,ACC_000451,2026-01-07T04:17:28+00:00,LEGITIMATE,legitimate,0
TXN_00000610,ACC_000418,2026-01-07T04:33:48+00:00,LEGITIMATE,legitimate,0
TXN_00001009,ACC_000323,2026-01-07T05:14:08+00:00,LEGITIMATE,legitimate,0
TXN_00001745,ACC_000079,2026-01-07T05:28:20+00:00,LEGITIMATE,legitimate,0
TXN_00000154,ACC_000063,2026-01-07T05:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00001452,ACC_000396,2026-01-07T05:50:55+00:00,LEGITIMATE,legitimate,0
TXN_00000976,ACC_000401,2026-01-07T05:54:16+00:00,LEGITIMATE,legitimate,0
TXN_00001294,ACC_000279,2026-01-07T06:26:47+00:00,LEGITIMATE,legitimate,0
TXN_00000151,ACC_000449,2026-01-07T06:30:00+00:00,HISTORICAL_CONNECTION_RING,ring,1
TXN_00000836,ACC_000052,2026-01-07T07:28:54+00:00,LEGITIMATE,legitimate,0
TXN_00001953,ACC_000110,2026-01-07T08:10:32+00:00,LEGITIMATE,legitimate,0
TXN_00000880,ACC_000313,2026-01-07T08:23:06+00:00,LEGITIMATE,legitimate,0
TXN_00000578,ACC_000338,2026-01-07T09:34:04+00:00,LEGITIMATE,legitimate,0
TXN_00000085,ACC_000320,2026-01-07T09:44:33+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001491,ACC_000422,2026-01-07T11:30:51+00:00,LEGITIMATE,legitimate,0
TXN_00001885,ACC_000059,2026-01-07T11:50:38+00:00,LEGITIMATE,legitimate,0
TXN_00000330,ACC_000210,2026-01-07T12:16:57+00:00,LEGITIMATE,legitimate,0
TXN_00001460,ACC_000492,2026-01-07T12:24:22+00:00,LEGITIMATE,legitimate,0
TXN_00000416,ACC_000404,2026-01-07T12:45:22+00:00,LEGITIMATE,legitimate,0
TXN_00000950,ACC_000382,2026-01-07T13:37:55+00:00,LEGITIMATE,legitimate,0
TXN_00000623,ACC_000283,2026-01-07T13:39:16+00:00,LEGITIMATE,legitimate,0
TXN_00001986,ACC_000460,2026-01-07T14:19:12+00:00,LEGITIMATE,legitimate,0
TXN_00001274,ACC_000337,2026-01-07T14:32:05+00:00,LEGITIMATE,legitimate,0
TXN_00001785,ACC_000182,2026-01-07T15:04:05+00:00,LEGITIMATE,legitimate,0
TXN_00001789,ACC_000142,2026-01-07T15:59:58+00:00,LEGITIMATE,legitimate,0
TXN_00001993,ACC_000442,2026-01-07T16:45:37+00:00,LEGITIMATE,legitimate,0
TXN_00000086,ACC_000320,2026-01-07T17:44:33+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000788,ACC_000477,2026-01-07T18:10:55+00:00,LEGITIMATE,legitimate,0
TXN_00001406,ACC_000394,2026-01-07T19:06:27+00:00,LEGITIMATE,legitimate,0
TXN_00000744,ACC_000356,2026-01-07T19:14:56+00:00,LEGITIMATE,legitimate,0
TXN_00001205,ACC_000143,2026-01-07T19:59:32+00:00,LEGITIMATE,legitimate,0
TXN_00000099,ACC_000118,2026-01-07T20:35:07+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000100,ACC_000118,2026-01-07T20:35:07+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000098,ACC_000118,2026-01-07T21:35:07+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000812,ACC_000210,2026-01-07T21:48:39+00:00,LEGITIMATE,legitimate,0
TXN_00001500,ACC_000251,2026-01-07T22:03:32+00:00,LEGITIMATE,legitimate,0
TXN_00000101,ACC_000118,2026-01-08T02:35:07+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001786,ACC_000321,2026-01-08T02:45:28+00:00,LEGITIMATE,legitimate,0
TXN_00000366,ACC_000441,2026-01-08T04:43:21+00:00,LEGITIMATE,legitimate,0
TXN_00000963,ACC_000351,2026-01-08T04:55:23+00:00,LEGITIMATE,legitimate,0
TXN_00000539,ACC_000478,2026-01-08T06:19:40+00:00,LEGITIMATE,legitimate,0
TXN_00001850,ACC_000346,2026-01-08T06:20:20+00:00,LEGITIMATE,legitimate,0
TXN_00000513,ACC_000044,2026-01-08T08:20:23+00:00,LEGITIMATE,legitimate,0
TXN_00001315,ACC_000305,2026-01-08T08:25:28+00:00,LEGITIMATE,legitimate,0
TXN_00000767,ACC_000079,2026-01-08T08:56:31+00:00,LEGITIMATE,legitimate,0
TXN_00000826,ACC_000105,2026-01-08T10:27:16+00:00,LEGITIMATE,legitimate,0
TXN_00001655,ACC_000287,2026-01-08T10:32:08+00:00,LEGITIMATE,legitimate,0
TXN_00001763,ACC_000232,2026-01-08T13:55:36+00:00,LEGITIMATE,legitimate,0
TXN_00001262,ACC_000064,2026-01-08T14:14:53+00:00,LEGITIMATE,legitimate,0
TXN_00000781,ACC_000121,2026-01-08T14:36:35+00:00,LEGITIMATE,legitimate,0
TXN_00001897,ACC_000377,2026-01-08T16:14:41+00:00,LEGITIMATE,legitimate,0
TXN_00001056,ACC_000131,2026-01-08T16:40:05+00:00,LEGITIMATE,legitimate,0
TXN_00001757,ACC_000057,2026-01-08T17:06:45+00:00,LEGITIMATE,legitimate,0
TXN_00000978,ACC_000494,2026-01-08T18:12:00+00:00,LEGITIMATE,legitimate,0
TXN_00000308,ACC_000482,2026-01-08T21:11:30+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000454,ACC_000109,2026-01-08T21:13:18+00:00,LEGITIMATE,legitimate,0
TXN_00000622,ACC_000066,2026-01-08T21:42:56+00:00,LEGITIMATE,legitimate,0
TXN_00001416,ACC_000328,2026-01-08T22:29:42+00:00,LEGITIMATE,legitimate,0
TXN_00000492,ACC_000191,2026-01-08T23:12:02+00:00,LEGITIMATE,legitimate,0
TXN_00001635,ACC_000204,2026-01-08T23:35:37+00:00,LEGITIMATE,legitimate,0
TXN_00001426,ACC_000414,2026-01-08T23:52:07+00:00,LEGITIMATE,legitimate,0
TXN_00000533,ACC_000056,2026-01-09T00:30:20+00:00,LEGITIMATE,legitimate,0
TXN_00001776,ACC_000171,2026-01-09T02:30:00+00:00,LEGITIMATE,legitimate,0
TXN_00000307,ACC_000482,2026-01-09T02:33:26+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000340,ACC_000400,2026-01-09T02:39:35+00:00,LEGITIMATE,legitimate,0
TXN_00001944,ACC_000403,2026-01-09T02:54:27+00:00,LEGITIMATE,legitimate,0
TXN_00001257,ACC_000427,2026-01-09T03:16:27+00:00,LEGITIMATE,legitimate,0
TXN_00000727,ACC_000453,2026-01-09T03:18:28+00:00,LEGITIMATE,legitimate,0
TXN_00000945,ACC_000456,2026-01-09T03:29:34+00:00,LEGITIMATE,legitimate,0
TXN_00001289,ACC_000251,2026-01-09T07:46:20+00:00,LEGITIMATE,legitimate,0
TXN_00000606,ACC_000323,2026-01-09T07:49:30+00:00,LEGITIMATE,legitimate,0
TXN_00001499,ACC_000267,2026-01-09T08:19:52+00:00,LEGITIMATE,legitimate,0
TXN_00000588,ACC_000496,2026-01-09T08:25:09+00:00,LEGITIMATE,legitimate,0
TXN_00001751,ACC_000120,2026-01-09T09:13:26+00:00,LEGITIMATE,legitimate,0
TXN_00000896,ACC_000277,2026-01-09T09:45:05+00:00,LEGITIMATE,legitimate,0
TXN_00001699,ACC_000428,2026-01-09T10:13:18+00:00,LEGITIMATE,legitimate,0
TXN_00001381,ACC_000379,2026-01-09T11:21:29+00:00,LEGITIMATE,legitimate,0
TXN_00001586,ACC_000017,2026-01-09T11:42:46+00:00,LEGITIMATE,legitimate,0
TXN_00001189,ACC_000043,2026-01-09T12:33:13+00:00,LEGITIMATE,legitimate,0
TXN_00001974,ACC_000415,2026-01-09T12:59:55+00:00,LEGITIMATE,legitimate,0
TXN_00000763,ACC_000332,2026-01-09T13:25:27+00:00,LEGITIMATE,legitimate,0
TXN_00001301,ACC_000019,2026-01-09T14:37:09+00:00,LEGITIMATE,legitimate,0
TXN_00001797,ACC_000359,2026-01-09T15:24:06+00:00,LEGITIMATE,legitimate,0
TXN_00000616,ACC_000204,2026-01-09T15:38:43+00:00,LEGITIMATE,legitimate,0
TXN_00000461,ACC_000041,2026-01-09T17:17:14+00:00,LEGITIMATE,legitimate,0
TXN_00001535,ACC_000241,2026-01-09T18:31:36+00:00,LEGITIMATE,legitimate,0
TXN_00000433,ACC_000467,2026-01-09T18:36:32+00:00,LEGITIMATE,legitimate,0
TXN_00001966,ACC_000097,2026-01-09T19:23:33+00:00,LEGITIMATE,legitimate,0
TXN_00000962,ACC_000349,2026-01-09T20:39:56+00:00,LEGITIMATE,legitimate,0
TXN_00001945,ACC_000137,2026-01-09T21:21:19+00:00,LEGITIMATE,legitimate,0
